"villageid","hh_id","leader","caste_category_label","caste_category","subcaste_label","subcaste","hh_owned_label","hh_owned","roof_type","num_rooms","electricity","occupation_label","occupation"
24,278,1,"SCHEDULED CASTE",1,"Adi Karnataka",201,"Owned",1,3,2,1,"Farm labourer",3
24,279,0,"SCHEDULED CASTE",1,"Adi Karnataka",201,"Owned",1,3,2,1,"Farm labourer",3
24,280,0,"SCHEDULED CASTE",1,"Madiga/Madar",207,"Owned",1,3,2,1,"Farm labourer",3
24,281,1,"SCHEDULED CASTE",1,"Madiga/Madar",207,"Owned",1,3,3,1,"Farm labourer",3
24,282,0,"SCHEDULED CASTE",1,"Adi Karnataka",201,"Owned",1,3,2,1,"Masonry/construction worker",12
24,283,0,"SCHEDULED CASTE",1,"Adi Karnataka",201,"Owned",1,3,3,1,"Farm labourer",3
24,284,0,"SCHEDULED TRIBE",2,"Adi Dravida",202,"Owned",1,3,2,1,"Farm labourer",3
24,285,0,"SCHEDULED CASTE",1,"Adi Karnataka",201,"Owned",1,3,3,2,"Farm labourer",3
24,286,0,"SCHEDULED CASTE",1,"Adi Karnataka",201,"Owned",1,3,3,1,"Farm labourer",3
24,287,0,"SCHEDULED CASTE",1,"Adi Karnataka",201,"Owned",1,3,3,1,"Farm labourer",3
24,288,0,"SCHEDULED CASTE",1,"Adi Karnataka",201,"Owned",1,3,2,2,"Farm labourer",3
24,289,0,"SCHEDULED CASTE",1,"Adi Karnataka",201,"Owned",1,3,1,1,"Farm labourer",3
24,290,0,"SCHEDULED CASTE",1,"Adi Karnataka",201,"Owned",1,3,2,2,"Farming(tenancy)",4
24,291,0,"SCHEDULED CASTE",1,"Adi Karnataka",201,"Owned",1,3,2,1,"Farm labourer",3
24,292,0,"SCHEDULED CASTE",1,"Madiga/Madar",207,"Owned",1,3,2,1,"Farming(tenancy)",4
24,293,0,"GENERAL",4,"OTHERS, SPECIFY",-333,"Owned",1,3,2,1,"Farm labourer",3
24,294,0,"GENERAL",4,"OTHERS, SPECIFY",-333,"Owned",1,3,2,1,"Farm labourer",3
24,295,0,"GENERAL",4,"OTHERS, SPECIFY",-333,"Owned",1,3,2,1,"Farm labourer",3
24,296,1,"SCHEDULED CASTE",1,"Nayaka",309,"Owned",1,3,3,1,"Sericulture owner",6
24,297,0,"SCHEDULED TRIBE",2,"Nayaka",309,"Owned",1,3,3,1,"Farm labourer",3
24,298,0,"SCHEDULED CASTE",1,"Nayaka",309,"Owned",1,3,1,1,"Pensioner",17
24,299,0,"SCHEDULED TRIBE",2,"Nayaka",309,"Owned",1,3,2,1,"Farm labourer",3
24,300,1,"SCHEDULED TRIBE",2,"Nayaka",309,"Owned",1,3,2,1,"Farm labourer",3
24,301,0,"SCHEDULED CASTE",1,"Nayaka",309,"Owned",1,3,2,1,"Farm labourer",3
24,302,0,"SCHEDULED CASTE",1,"Nayaka",309,"Owned",1,3,1,1,"Domestic help/cook/casual",15
24,303,0,"SCHEDULED TRIBE",2,"Nayaka",309,"Owned",1,3,3,1,"Farm labourer",3
24,304,0,"SCHEDULED TRIBE",2,"Nayaka",309,"Owned",1,3,2,1,"Farm labourer",3
24,305,0,"SCHEDULED TRIBE",2,"Nayaka",309,"Owned",1,3,2,1,"Farm land-owner",2
24,306,0,"SCHEDULED TRIBE",2,"Nayaka",309,"Owned",1,3,2,2,"Farm labourer",3
24,307,0,"SCHEDULED TRIBE",2,"Nayaka",309,"Owned",1,3,3,1,"Farm labourer",3
24,308,0,"SCHEDULED CASTE",1,"Nayaka",309,"Owned",1,3,2,1,"Private services",9
24,309,1,"SCHEDULED CASTE",1,"Nayaka",309,"Owned",1,3,2,1,"Small business (shop, etc.)",1
24,310,0,"SCHEDULED CASTE",1,"Nayaka",309,"Owned",1,3,2,1,"Private services",9
24,311,0,"SCHEDULED CASTE",1,"Nayaka",309,"Owned",1,3,2,1,"Pensioner",17
24,312,0,"SCHEDULED CASTE",1,"Ganiga/Ganigaru",411,"Owned",1,3,1,1,"Farm labourer",3
24,313,0,"SCHEDULED CASTE",1,"Nayaka",309,"Owned",1,3,2,1,"Pensioner",17
24,314,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,1,1,"Farm labourer",3
24,315,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,2,1,"Farm land-owner",2
24,316,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,2,1,"Dairy/cattle rearing",5
24,317,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,5,1,"Farm land-owner",2
24,318,1,"SCHEDULED CASTE",1,"Adi Karnataka",201,"Owned",1,4,2,1,"Farm labourer",3
24,319,0,"SCHEDULED CASTE",1,"OTHERS, SPECIFY",-333,"Owned",1,3,1,3,"Pensioner",17
24,320,0,"SCHEDULED CASTE",1,"Adi Karnataka",201,"Owned",1,2,1,1,"Farm labourer",3
24,321,0,"SCHEDULED CASTE",1,"OTHERS, SPECIFY",-333,"Owned",1,3,2,1,"Farm labourer",3
24,322,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,2,1,"Farm land-owner",2
24,323,1,"GENERAL",4,"Ganiga/Ganigaru",411,"Owned",1,3,5,1,"Farm land-owner",2
24,324,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,2,1,"Farm land-owner",2
24,325,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,1,1,"Farm labourer",3
24,326,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,2,1,"Domestic help/cook/casual",15
24,327,0,"OBC",3,"Hakkipikki",308,"Owned",1,3,2,1,"Farm land-owner",2
24,328,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,2,1,"Farm land-owner",2
24,329,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,1,1,"Farm labourer",3
24,330,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,2,1,"Farm land-owner",2
24,331,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,2,1,"Sericulture owner",6
24,332,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,3,1,"Farm land-owner",2
24,333,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,1,1,"Farm labourer",3
24,334,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,2,1,"Farm land-owner",2
24,335,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,3,1,"Farm land-owner",2
24,336,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,2,1,"Farm labourer",3
24,337,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,3,1,"Farm labourer",3
24,338,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,2,1,"Farm land-owner",2
24,339,0,"GENERAL",4,"Ganiga/Ganigaru",411,"Owned",1,3,3,1,"Farm land-owner",2
24,340,1,"GENERAL",4,"Ganiga/Ganigaru",411,"Owned",1,3,3,1,"Farm land-owner",2
24,341,0,"GENERAL",4,"Ganiga/Ganigaru",411,"Owned",1,3,2,1,"Pensioner",17
24,342,1,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,3,1,"Farm land-owner",2
24,343,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,3,1,"Farm land-owner",2
24,344,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Rented",3,3,2,1,"Farm land-owner",2
24,345,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,2,1,"Private services",9
24,346,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,1,1,"Farm labourer",3
24,347,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,2,1,"Farm labourer",3
24,348,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,2,1,"Farm land-owner",2
24,349,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,3,1,"Farm labourer",3
24,350,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,2,1,"Farm labourer",3
24,351,0,"SCHEDULED CASTE",1,"Nayaka",309,"Owned",1,3,2,1,"Farm labourer",3
24,352,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,2,1,"Farm labourer",3
24,353,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,2,1,"Farm labourer",3
24,354,0,"SCHEDULED CASTE",1,"Nayaka",309,"Owned",1,3,2,1,"Farm labourer",3
24,355,0,"SCHEDULED CASTE",1,"Nayaka",309,"Owned",1,3,3,1,"Farm labourer",3
24,356,0,"OBC",3,"Vishwakarma/Aksali/Achari",407,"Owned",1,3,2,1,"Farm land-owner",2
24,357,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,2,1,"Farm land-owner",2
24,358,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,2,1,"Farm land-owner",2
24,359,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,2,1,"Farm land-owner",2
24,360,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,2,1,"Farm land-owner",2
24,361,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,2,1,"Farm labourer",3
24,362,0,"GENERAL",4,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,3,1,"Farm labourer",3
24,363,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,2,1,"Farm land-owner",2
24,364,0,"OBC",3,"Ganiga/Ganigaru",411,"Owned",1,3,5,1,"Farm labourer",3
25,101,0,"OBC",3,"Lingayat",101,"Rented",3,3,3,1,"Farm labourer",3
25,102,0,"OBC",3,"Lingayat",101,"Owned",1,3,2,1,"Farm labourer",3
25,103,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,5,4,1,"Farm land-owner",2
25,104,0,"OBC",3,"Lingayat",101,"Owned",1,3,4,1,"Private services",9
25,105,0,"GENERAL",4,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,3,1,"Farm land-owner",2
25,106,0,"OBC",3,"Yadava/Golla/Gopala",405,"Owned",1,5,5,1,"Sericulture owner",6
25,107,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,2,1,"Farm labourer",3
25,108,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,3,1,"Farm land-owner",2
25,109,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,5,4,1,"Farm land-owner",2
25,110,0,"GENERAL",4,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,3,1,"Farm labourer",3
25,111,0,"GENERAL",4,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,3,1,"Farm labourer",3
25,112,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,3,2,1,"Private services",9
25,113,0,"SCHEDULED CASTE",1,"OTHERS, SPECIFY",-333,"Owned",1,3,3,1,"Farm labourer",3
25,114,0,"SCHEDULED CASTE",1,"OTHERS, SPECIFY",-333,"Owned",1,3,2,1,"Farm labourer",3
25,115,0,"SCHEDULED CASTE",1,"OTHERS, SPECIFY",-333,"Owned",1,3,2,1,"Farm labourer",3
25,116,0,"SCHEDULED CASTE",1,"Bhovi/Odda/Vaddar",206,"Owned",1,3,5,1,"Government services (teacher, etc.)",8
25,117,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,4,1,"Farm labourer",3
25,118,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,4,1,"Farm labourer",3
25,119,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Rented",3,5,1,1,"Industrialist",11
25,120,0,"SCHEDULED CASTE",1,"Bhovi/Odda/Vaddar",206,"Owned",1,3,4,1,"Farm labourer",3
25,121,0,"GENERAL",4,"OTHERS, SPECIFY",-333,"Owned",1,3,4,1,"Industrialist",11
25,122,0,"OBC",3,"Beda/Budga Jangam",211,"Owned",1,3,2,1,"Farm labourer",3
25,123,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,3,2,1,"Industrialist",11
25,124,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,4,4,1,"Farm land-owner",2
25,125,1,"OBC",3,"Lingayat",101,"Owned",1,5,4,1,"Industrialist",11
25,126,0,"GENERAL",4,"Lingayat",101,"Owned",1,5,4,1,"Private services",9
25,127,0,"OBC",3,"Lingayat",101,"Owned",1,3,4,1,"Private services",9
25,128,0,"GENERAL",4,"Lingayat",101,"Owned",1,3,5,1,"Industrialist",11
25,129,0,"OBC",3,"Lingayat",101,"Owned",1,3,3,1,"Farm land-owner",2
25,130,0,"GENERAL",4,"Lingayat",101,"Owned",1,5,4,1,"Farm land-owner",2
25,131,0,"GENERAL",4,"Lingayat",101,"Owned",1,3,3,1,"Industrialist",11
25,132,0,"OBC",3,"Lingayat",101,"Owned",1,3,5,1,"Farm land-owner",2
25,133,1,"GENERAL",4,"Lingayat",101,"Owned",1,3,3,1,"Industrialist",11
25,134,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,5,3,1,"Industrialist",11
25,135,0,"GENERAL",4,"Vokkaliga/Gowda/Reddy",401,"Owned",1,4,2,1,"Farm labourer",3
25,136,0,"GENERAL",4,"Vokkaliga/Gowda/Reddy",401,"Owned",1,4,2,1,"Farm labourer",3
25,137,0,"SCHEDULED TRIBE",2,"Adi Dravida",202,"Owned, but shared",2,4,1,1,"Farm labourer",3
25,138,0,"OBC",3,"Naidu/Baliga/Balajiga",402,"Owned",1,4,3,1,"Farm labourer",3
25,139,0,"OBC",3,"Naidu/Baliga/Balajiga",402,"Owned",1,3,2,1,"Farm labourer",3
25,140,0,"OBC",3,"Naidu/Baliga/Balajiga",402,"Owned",1,3,2,1,"Pensioner",17
25,141,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Leased",4,3,2,1,"Domestic help/cook/casual",15
25,142,0,"OBC",3,"Yadava/Golla/Gopala",405,"Rented",3,3,3,1,"Farm labourer",3
25,143,1,"GENERAL",4,"Lingayat",101,"Owned",1,1,3,1,"Industrialist",11
25,144,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,5,1,"Farm land-owner",2
25,145,0,"GENERAL",4,"Lingayat",101,"Owned",1,3,2,1,"Domestic help/cook/casual",15
25,146,0,"GENERAL",4,"Lingayat",101,"Owned",1,3,4,1,"Farm labourer",3
25,147,0,"OBC",3,"Lingayat",101,"Owned",1,3,3,1,"Farm labourer",3
25,148,0,"SCHEDULED CASTE",1,"Adi Karnataka",201,"Owned",1,3,2,2,"Industry/factory worker(brick making etc)",10
25,149,0,"SCHEDULED CASTE",1,"OTHERS, SPECIFY",-333,"Owned",1,3,2,2,"Farm labourer",3
25,150,0,"SCHEDULED CASTE",1,"OTHERS, SPECIFY",-333,"Owned",1,3,3,2,"Farm land-owner",2
25,151,0,"SCHEDULED CASTE",1,"Adi Karnataka",201,"Owned",1,3,2,2,"Industry/factory worker(brick making etc)",10
25,152,0,"SCHEDULED TRIBE",2,"Adi Dravida",202,"Owned",1,3,2,1,"Farm labourer",3
25,153,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,3,1,"Farm land-owner",2
25,154,0,"GENERAL",4,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,2,1,"Farm labourer",3
25,155,0,"SCHEDULED TRIBE",2,"Adi Dravida",202,"Owned",1,3,2,1,"Farm labourer",3
25,156,0,"SCHEDULED CASTE",1,"Adi Dravida",202,"Owned",1,1,2,2,"Farm labourer",3
25,157,0,"GENERAL",4,"Lingayat",101,"Owned",1,3,2,1,"Farm labourer",3
25,158,0,"OBC",3,"Lingayat",101,"Owned",1,4,3,1,"Private services",9
25,159,0,"GENERAL",4,"Lingayat",101,"Owned",1,3,3,1,"Farm land-owner",2
25,160,0,"SCHEDULED CASTE",1,"Adi Dravida",202,"Owned",1,4,2,1,"Farm labourer",3
25,161,1,"SCHEDULED CASTE",1,"Adi Dravida",202,"Owned",1,4,2,2,"Farm land-owner",2
25,162,0,"SCHEDULED TRIBE",2,"Adi Dravida",202,"Owned",1,4,2,1,"Masonry/construction worker",12
25,163,0,"SCHEDULED TRIBE",2,"Adi Dravida",202,"Owned",1,4,1,1,"Farm labourer",3
25,164,0,"SCHEDULED CASTE",1,"Adi Dravida",202,"Owned",1,3,3,2,"Farm labourer",3
25,165,0,"SCHEDULED TRIBE",2,"Adi Dravida",202,"Owned",1,3,2,2,"Farm labourer",3
25,166,0,"SCHEDULED TRIBE",2,"Adi Dravida",202,"Owned, but shared",2,2,2,1,"Masonry/construction worker",12
25,167,0,"SCHEDULED TRIBE",2,"Adi Dravida",202,"Owned",1,3,1,2,"Farm labourer",3
25,168,1,"SCHEDULED CASTE",1,"Adi Dravida",202,"Owned",1,3,3,1,"Industrialist",11
25,169,0,"SCHEDULED CASTE",1,"Madiga/Madar",207,"Owned",1,4,2,2,"Farm labourer",3
25,170,0,"GENERAL",4,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,3,1,"Farm land-owner",2
25,171,0,"SCHEDULED CASTE",1,"Adi Dravida",202,"Owned",1,4,2,2,"Farm labourer",3
25,172,0,"SCHEDULED CASTE",1,"Adi Dravida",202,"Owned",1,4,2,2,"Farm labourer",3
25,173,0,"SCHEDULED CASTE",1,"Adi Dravida",202,"Owned",1,3,2,1,"Sericulture labourer",7
25,174,0,"SCHEDULED CASTE",1,"Adi Dravida",202,"Owned",1,4,2,1,"Sericulture labourer",7
25,175,1,"SCHEDULED CASTE",1,"Madiga/Madar",207,"Owned",1,3,3,2,"Farm land-owner",2
25,176,0,"SCHEDULED CASTE",1,"Adi Dravida",202,"Owned",1,2,2,1,"Farm labourer",3
25,177,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,-333,2,2,"Farm labourer",3
25,178,0,"GENERAL",4,"Lingayat",101,"Owned",1,3,3,1,"Farm land-owner",2
25,179,0,"OBC",3,"Lingayat",101,"Owned",1,2,4,2,"Pensioner",17
25,180,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,1,3,1,"Farm land-owner",2
25,181,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,3,1,"Farm land-owner",2
25,182,1,"OBC",3,"Lingayat",101,"Owned",1,3,4,1,"Farm labourer",3
25,183,0,"GENERAL",4,"Lingayat",101,"Owned",1,4,2,1,"Industry/factory worker(brick making etc)",10
25,184,0,"OBC",3,"Lingayat",101,"Owned",1,3,4,1,"Private services",9
25,185,0,"OBC",3,"Lingayat",101,"Rented",3,3,2,1,"Industrialist",11
25,186,0,"GENERAL",4,"Lingayat",101,"Owned",1,3,3,1,"Farm land-owner",2
25,187,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,4,3,1,"Farm land-owner",2
25,188,1,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,5,1,"Farm land-owner",2
25,189,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,4,1,"Farm land-owner",2
25,190,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,3,1,"Farm labourer",3
25,191,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,3,3,2,"Farm labourer",3
25,192,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,2,1,"Industrialist",11
25,193,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,3,3,1,"Industrialist",11
25,194,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,3,1,"Masonry/construction worker",12
25,195,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,3,1,"Farm land-owner",2
25,196,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,2,1,"Industrialist",11
25,197,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,2,1,"Farm labourer",3
25,198,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,2,1,"Farm labourer",3
25,199,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,2,2,1,"Masonry/construction worker",12
25,200,0,"OBC",3,"Lingayat",101,"Owned",1,4,2,1,"Farm labourer",3
25,201,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,2,1,"Industrialist",11
25,202,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,2,1,"Industrialist",11
25,203,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,2,2,"Industrialist",11
25,204,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,1,1,1,"Farm labourer",3
25,205,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,1,2,2,"Farm labourer",3
25,206,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,3,1,"Farm labourer",3
25,207,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,3,1,"Industrialist",11
25,208,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,3,3,1,"Farm labourer",3
25,209,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Rented",3,5,2,1,"Farm labourer",3
25,210,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,5,3,1,"Farm labourer",3
25,211,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,5,3,1,"Farm labourer",3
25,212,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,2,2,"Farm labourer",3
25,213,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,2,2,"Industrialist",11
25,214,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,2,2,"Farm labourer",3
25,215,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,2,1,"Industrialist",11
25,216,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,2,1,"Industrialist",11
25,217,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,2,1,"Industrialist",11
25,218,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,4,2,1,"Industrialist",11
25,219,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,3,3,1,"Farm labourer",3
25,220,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,3,1,"Sericulture owner",6
25,221,0,"OBC",3,"Lingayat",101,"Owned",1,3,8,1,"Dairy/cattle rearing",5
25,222,0,"OBC",3,"Vannikula/Vanniyar/Thigala",403,"Rented",3,3,5,1,"Farm land-owner",2
25,223,0,"OBC",3,"Lingayat",101,"Owned",1,2,4,1,"Private services",9
25,224,1,"OBC",3,"Lingayat",101,"Owned",1,2,3,1,"Farm land-owner",2
25,225,1,"OBC",3,"Vishwakarma/Aksali/Achari",407,"Owned",1,3,6,1,"Industrialist",11
25,226,0,"RELIGIOUS MINORITY",5,"Muslim/Chapper Band (Excluding Sheikh,Memon,Bohra,Pathan, Mughal,Sayyid, Navayat",413,"Owned",1,3,2,1,"Industrialist",11
25,227,0,"OBC",3,"Beda/Budga Jangam",211,"Owned",1,3,3,1,"Industrialist",11
25,228,0,"GENERAL",4,"Beda/Budga Jangam",211,"Owned",1,3,2,1,"Farm labourer",3
25,229,0,"SCHEDULED CASTE",1,"OTHERS, SPECIFY",-333,"Owned",1,3,2,1,"Farm land-owner",2
25,230,0,"SCHEDULED TRIBE",2,"Adi Dravida",202,"Rented",3,3,3,2,"Farm labourer",3
25,231,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,3,1,"Private services",9
25,232,0,"GENERAL",4,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,3,1,"Farm land-owner",2
25,233,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,3,1,"Farm labourer",3
25,234,0,"OBC",3,"Lingayat",101,"Owned",1,5,4,1,"Farm labourer",3
25,235,0,"GENERAL",4,"Lingayat",101,"Owned",1,3,2,1,"Farm labourer",3
25,236,0,"OBC",3,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,3,1,"Farm labourer",3
25,237,0,"GENERAL",4,"Vokkaliga/Gowda/Reddy",401,"Owned",1,3,3,1,"Farm land-owner",2
25,238,0,"SCHEDULED TRIBE",2,"Sholigaru",305,"Owned",1,2,3,1,"Dairy/cattle rearing",5
25,239,0,"OBC",3,"Lingayat",101,"Owned",1,3,3,1,"Farm land-owner",2
25,240,0,"OBC",3,"Lingayat",101,"Owned",1,5,3,1,"Farm land-owner",2
