Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank
0,"Y Wang, H Yan",Mobile Cloud Computing in Service Platform for Vehicular Networking,2013,International Conference on Cloud Computing,Springer,https://link.springer.com/chapter/10.1007/978-3-319-05506-0_6,,246
46,"Y Wang, X Lin, M Pedram",A nested two stage game-based optimization framework in mobile cloud computing system,2013,Service Oriented System …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6525567/,"https://scholar.google.com/scholar?cites=12986352832201810961&as_sdt=2005&sciodt=0,5&hl=en&num=20",27
8,"Y Wang, X Lin, M Pedram",A Bayesian game formulation of power dissipation and response time minimization in a mobile cloud computing system,2013,Proc. IEEE Mobile Service,Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.407.9853&rep=rep1&type=pdf,"https://scholar.google.com/scholar?cites=14230899319343518626&as_sdt=2005&sciodt=0,5&hl=en&num=20",85
8,"Y Wang, Z Liu, Z Du, Y Huang",Mobile cloud computing network attack and defense learning system based on fuzzy soft sets,2013,Procedia Computer Science,Elsevier,https://www.sciencedirect.com/science/article/pii/S1877050913001622,"https://scholar.google.com/scholar?cites=1768442444587261322&as_sdt=2005&sciodt=0,5&hl=en&num=20",87
0,"Y Wang, Z Liu, Z Du, Y Huang",Corrigendum to Mobile Cloud Computing Network Attack and Defense Learning System Based on Fuzzy Soft Sets: PROCS 17C (2013) 214–221,2013,Procedia Computer Science,Elsevier,https://www.sciencedirect.com/science/article/pii/S1877050915002355,,273
79,"Y Xu, S Mao",A survey of mobile cloud computing for rich media applications,2013,IEEE Wireless Communications,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6549282/,"https://scholar.google.com/scholar?cites=9571711487523918675&as_sdt=2005&sciodt=0,5&hl=en&num=20",18
26,"Y Zhang, D Niyato, P Wang",An auction mechanism for resource allocation in mobile cloud computing systems,2013,International Conference on Wireless …,Springer,https://link.springer.com/chapter/10.1007/978-3-642-39701-1_7,"https://scholar.google.com/scholar?cites=280663337587226816&as_sdt=2005&sciodt=0,5&hl=en&num=20",44
28,"Y Zhu, D Ma, D Huang, C Hu",Enabling secure location-based services in mobile cloud computing,2013,… workshop on Mobile cloud computing,dl.acm.org,https://dl.acm.org/citation.cfm?id=2491272,"https://scholar.google.com/scholar?cites=10080285179162221143&as_sdt=2005&sciodt=0,5&hl=en&num=20",42
4,YC Shim,Effects of cloudlets on interactive applications in mobile cloud computing environments,2013,International Journal of Advanced Computer …,,,"https://scholar.google.com/scholar?cites=8458180961836892949&as_sdt=2005&sciodt=0,5&hl=en&num=20",180
5,"YD Mane, KK Devadkar",Protection concern in mobile cloud computing–a survey,2013,IOSR J. Comput. Eng,,,"https://scholar.google.com/scholar?cites=2917274907670441954&as_sdt=2005&sciodt=0,5&hl=en&num=20",134
2,"YE Gelogo, HK Kim",Enterprise Resource Planning System Deployment on Mobile Cloud Computing,2013,Asia-pacific Journal of Multimedia Services …,jse.or.kr,http://jse.or.kr/AJMAHS/papers/v3n1/1.pdf,"https://scholar.google.com/scholar?cites=7986498832760731361&as_sdt=2005&sciodt=0,5&hl=en&num=20",197
0,"YE Gelogo, HK Kim",Mobile Hybrid Cloud Computing Issues and Solutions,2013,,onlinepresent.org,http://onlinepresent.org/proceedings/vol29_2013/72.pdf,,213
8,"YJ Chen, CY Lin, LC Wang",Sensors-assisted rescue service architecture in mobile cloud computing,2013,Wireless Communications and …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6555296/,"https://scholar.google.com/scholar?cites=3163622157942592068&as_sdt=2005&sciodt=0,5&hl=en&num=20",91
0,"YRT Haddad, K Omar, Lo'ai Tawalbeh",Lightweight Provable Data Possession Mobile Cloud Computing Framework,2013,,Princess Sumaya University for …,,,276
11,"Z Chen, J Chen, F Shen, Y Lee",Collaborative mobile-cloud computing for civil infrastructure condition inspection,2013,Journal of Computing in Civil …,researchgate.net,https://www.researchgate.net/profile/Zhiqiang_Chen15/publication/259688189_Collaborative_Mobile-Cloud_Computing_for_Civil_Infrastructure_Condition_Inspection/links/552bebac0cf2e089a3aac049.pdf,"https://scholar.google.com/scholar?cites=9093150006208552382&as_sdt=2005&sciodt=0,5&hl=en&num=20",74
2,"Z Li, M Li",An efficient social based data forwarding mechanism for mobile cloud computing,2013,"Mobile Ad-hoc and Sensor Networks (MSN), 2013 …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6726358/,"https://scholar.google.com/scholar?cites=11869905965307758952&as_sdt=2005&sciodt=0,5&hl=en&num=20",164
14,"Z Sanaei, S Abolfazli, T Khodadadi…",Hybrid pervasive mobile cloud computing: toward enhancing invisibility,2013,International Information …,search.proquest.com,http://search.proquest.com/openview/e3d274e2d076f22b48713c60a8fa9910/1?pq-origsite=gscholar&cbl=936334,"https://scholar.google.com/scholar?cites=16790752714529395452&as_sdt=2005&sciodt=0,5&hl=en&num=20",62
16,"Z Shi, R Gu",A framework for mobile cloud computing selective service system,2013,Wireless Telecommunications Symposium (WTS) …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6566257/,"https://scholar.google.com/scholar?cites=2325672545076117913&as_sdt=2005&sciodt=0,5&hl=en&num=20",51
11,"A Ahmad, MM Hassan, A Aziz",A multi-token authorization strategy for secure mobile cloud computing,2014,Mobile Cloud Computing …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6834955/,"https://scholar.google.com/scholar?cites=14743429837630180928&as_sdt=2005&sciodt=0,5&hl=en&num=20",60
2,"A Ahmed, AS Sabyasachi, E Barlaskar",A survey on the QoS issue of Mobile Cloud Computing and Future Direction,2014,8th International Conference on …,,,"https://scholar.google.com/scholar?cites=3108641848259664649&as_sdt=2005&sciodt=0,5&hl=en&num=20",177
32,"A Alzahrani, N Alalwan, M Sarrab","Mobile cloud computing: advantage, disadvantage and open challenge",2014,… of the 7th Euro American Conference …,dl.acm.org,https://dl.acm.org/citation.cfm?id=2590670,"https://scholar.google.com/scholar?cites=14033440581631537524&as_sdt=2005&sciodt=0,5&hl=en&num=20",18
2,A AO,On Mobile Cloud Computing in a Mobile Learning System,2014,Journal of Information Eng. and Applications,academia.edu,http://www.academia.edu/download/34229629/On_Mobile_Cloud_Computing_in_a_Mobile_Learning_System.pdf,"https://scholar.google.com/scholar?cites=7435043435736614024&as_sdt=2005&sciodt=0,5&hl=en&num=20",203
2,"A Benusi, D Hyka",A Framework for secure data exchange in mobile cloud computing,2014,International Electronic Journal of Pure and Applied …,acadpubl.eu,http://www.acadpubl.eu/ap/iejpam/issues/201400802/1,"https://scholar.google.com/scholar?cites=5123417267463073488&as_sdt=2005&sciodt=0,5&hl=en&num=20",163
10,"A Boukerche, AAF Loureiro, EF Nakamura…",Cloud-assisted computing for event-driven mobile services,2014,Mobile Networks and …,Springer,https://link.springer.com/article/10.1007/s11036-013-0488-1,"https://scholar.google.com/scholar?cites=12434529296867724567&as_sdt=2005&sciodt=0,5&hl=en&num=20",127
54,"A Gani, GM Nayeem, M Shiraz, M Sookhak…",A review on interworking and mobility techniques for seamless connectivity in mobile cloud computing,2014,Journal of Network and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1084804514000927,"https://scholar.google.com/scholar?cites=4137392405443459499&as_sdt=2005&sciodt=0,5&hl=en&num=20",14
21,"A Mukherjee, P Gupta, D De",Mobile cloud computing based energy efficient offloading strategies for femtocell network,2014,Applications and Innovations in …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6785515/,"https://scholar.google.com/scholar?cites=5873922526684531868&as_sdt=2005&sciodt=0,5&hl=en&num=20",28
2,"A Porter, DC Schmidt, J White",A Trans-Institution Specialization on Mobile Cloud Computing with Android,2014,"Coursera Blog, January 23rd",,,"https://scholar.google.com/scholar?cites=4587485396639323862&as_sdt=2005&sciodt=0,5&hl=en&num=20",178
4,"A Rafiq, B Ahsan",Secure and Dynamic Model for Book Searching on Cloud Computing as Mobile Augmented Reality,2014,International Journal of Modern Education …,search.proquest.com,http://search.proquest.com/openview/8889c82d240a9667b3b657e76b060f94/1?pq-origsite=gscholar&cbl=2026674,"https://scholar.google.com/scholar?cites=10119003655394234991&as_sdt=2005&sciodt=0,5&hl=en&num=20",146
2,"A Rashid, J Parvez",Mobile cloud computing: A survey of emerging issues and future trends,2014,International Journal of Engineering …,search.proquest.com,http://search.proquest.com/openview/6963029612b19dfe4e83c6bf2db9ba44/1.pdf?pq-origsite=gscholar&cbl=626452,"https://scholar.google.com/scholar?cites=17524015870581985163&as_sdt=2005&sciodt=0,5&hl=en&num=20",155
19,"A Tzanakaki, MP Anastasopoulos…",A converged network architecture for energy efficient mobile cloud computing,2014,… Network Design and …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6855793/,"https://scholar.google.com/scholar?cites=16800633229341325643&as_sdt=2005&sciodt=0,5&hl=en&num=20",37
2,"AA Alsaffar, EN Huh",Online Shopping Service Framework based on M2M and IoT for Smart Devices in Mobile Cloud Computing Environment,2014,Korean Smart Media Institute Conference,,,"https://scholar.google.com/scholar?cites=1943651818043014032&as_sdt=2005&sciodt=0,5&hl=en&num=20",180
0,AA Moamen,Resource and Programmability Issues in Mobile Cloud Computing,2014,,homepage.usask.ca,http://homepage.usask.ca/~ama883/publications/moamen-Comp14.pdf,,335
15,"AD Basha, IN Umar, M Abbas",Mobile applications as cloud computing: implementation and challenge,2014,International Journal of …,search.proquest.com,http://search.proquest.com/openview/814e773c61b1eef9005a32bccc25bab1/1?pq-origsite=gscholar&cbl=2027420,"https://scholar.google.com/scholar?cites=13933090442977240910&as_sdt=2005&sciodt=0,5&hl=en&num=20",48
39,AE Youssef,A framework for secure healthcare systems based on big data analytics in mobile cloud computing environments,2014,Int J Ambient Syst Appl,researchgate.net,https://www.researchgate.net/profile/Ahmed_Youssef57/publication/273011700_A_Framework_for_Secure_Healthcare_Systems_Based_on_Big_Data_Analytics_in_Mobile_Cloud_Computing_Environments/links/56fd17cc08aea3275abb99ad/A-Framework-for-Secure-Healthcare-Systems-Based-on-Big-Data-Analytics-in-Mobile-Cloud-Computing-Environments.pdf,"https://scholar.google.com/scholar?cites=15246114332741849776&as_sdt=2005&sciodt=0,5&hl=en&num=20",16
0,"AJ Omar, N Cavus",Investigating the Future of Mobile Cloud Computing,2014,Asian Journal of Computer and Information …,academia.edu,http://www.academia.edu/download/43558817/Investigating_the_future_of_mobile_cloud_computing.pdf,,319
11,"AKA Abdalla, ASK Pathan",On protecting data storage in mobile cloud computing paradigm,2014,IETE technical review,Taylor & Francis,http://www.tandfonline.com/doi/abs/10.1080/02564602.2014.891382,"https://scholar.google.com/scholar?cites=8112237271710896297&as_sdt=2005&sciodt=0,5&hl=en&num=20",80
8,"AM Mostafa, AE Youssef, G Alshorbagy",A framework for a smart social blood donation system based on mobile cloud computing,2014,arXiv preprint arXiv:1412.7276,arxiv.org,https://arxiv.org/abs/1412.7276,"https://scholar.google.com/scholar?cites=5107980271009917377&as_sdt=2005&sciodt=0,5&hl=en&num=20",82
46,"AN Khan, MLM Kiah, SA Madani, M Ali…",Incremental proxy re-encryption scheme for mobile cloud computing environment,2014,The Journal of …,Springer,https://link.springer.com/article/10.1007/s11227-013-1055-z,"https://scholar.google.com/scholar?cites=3265667014216076877&as_sdt=2005&sciodt=0,5&hl=en&num=20",15
0,"AS Bhatia, V Mehan, K Adhikary",A Taxonomy of Data Management Issues in Mobile Cloud Computing,2014,,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/a49d/b297cf7f2c246ff644ec49614d36ebee7dd1.pdf,,229
2,"AS Koleshwar, VM Thakare…",Study of mobile cloud computing security against cyber attacks,2014,International Journal of …,search.proquest.com,http://search.proquest.com/openview/0491e9b0566c8178934d23368ffd9e96/1?pq-origsite=gscholar&cbl=1606379,"https://scholar.google.com/scholar?cites=6938736207654479560&as_sdt=2005&sciodt=0,5&hl=en&num=20",167
0,AUR Khan,Mobile cloud computing for smartphones: Application development model and application piracy control,2014,,studentsrepo.um.edu.my,http://studentsrepo.um.edu.my/id/eprint/4687,,263
0,"B Ahlawat, L Kumar",Real-Time Mobile-Cloud Computing for Context-Aware,2014,… Journal of Engineering and Management Research …,ijemr.net,http://www.ijemr.net/DOC/RealTimeMobileCloudComputingForContextAware(381-386)32072170-a30d-4e39-a299-969efb53b132.pdf,,288
0,"B Ahlawat, L Kumar",Mobile-Cloud Computing for Context-Aware in Real-Time Environment,2014,… Journal of Engineering and Management Research …,ijemr.net,http://www.ijemr.net/June2014Issue/MobileCloudComputingForContext-AwareInRealTimeEnvironment(377-380).pdf,,318
1,B Anand,Energy Efficient Mobile Applications with Mobile Cloud Computing (MCC),2014,School of computing NUS,academia.edu,http://www.academia.edu/download/40524748/Energy_Efficient_Mobile_Applications_wit20151130-26915-10vwran.pdf,"https://scholar.google.com/scholar?cites=3801374732814273930&as_sdt=2005&sciodt=0,5&hl=en&num=20",205
2,"B Sareen, S Sharma, M Arora",Mobile Cloud Computing Security as a Service using Android,2014,International Journal of …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/e396/5a2c2187e78590d5ca7ff37fd4e20119a7ff.pdf,"https://scholar.google.com/scholar?cites=13450885602894259749&as_sdt=2005&sciodt=0,5&hl=en&num=20",164
1,"B Sudhanantham, M Shankar",Efficient Energy Reduction and Enhancing Security Privacy in Mobile Cloud Computing,2014,International Journal of …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/37cc/71d8278e77f2d39743f893aaad03cb9e4b13.pdf,"https://scholar.google.com/scholar?cites=866537583085201447&as_sdt=2005&sciodt=0,5&hl=en&num=20",209
2,B Wang,Cryptanalysis of a password authentication scheme for mobile cloud computing,2014,WIT Transactions on Information and Communication …,,,"https://scholar.google.com/scholar?cites=6024196161968558901&as_sdt=2005&sciodt=0,5&hl=en&num=20",159
14,"C Li, L Li",Phased scheduling for resource-constrained mobile devices in mobile cloud computing,2014,Wireless personal communications,Springer,https://link.springer.com/article/10.1007/s11277-014-1669-3,"https://scholar.google.com/scholar?cites=10819635203698820396&as_sdt=2005&sciodt=0,5&hl=en&num=20",56
0,C Sathyampet,A Virtual Machine Placement Algorithm in Mobile Cloud Computing Environment by Considering Network Features,2014,,Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.685.6814&rep=rep1&type=pdf,,303
13,"C Shravanthi, HS Guruprasad",Mobile cloud computing as future for mobile applications,2014,International Journal of Research …,researchgate.net,https://www.researchgate.net/profile/H_S_Guruprasad/publication/273301477_MOBILE_CLOUD_COMPUTING_AS_FUTURE_FOR_MOBILE_APPLICATIONS/links/56bc0dea08ae2481ab6ae903.pdf,"https://scholar.google.com/scholar?cites=4670702857798729885&as_sdt=2005&sciodt=0,5&hl=en&num=20",50
0,"C Vemulapalli, S KUMAR MADRIA…",Efficient Data Distribution and Sharing in Mobile Cloud Computing.,2014,… Journal of Next …,search.ebscohost.com,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09765034&AN=99824369&h=T36gLZky9x9Ru7ypPqYdgU%2B3LmPYax2fUU3agIofYBSHnIRJIWepl%2FuAkdOCHV93PlOHRTz9sh%2F%2BCjcFlojcNA%3D%3D&crl=c,,301
4,"C Zhu, H Wang, VCM Leung, L Shu…",An evaluation of user importance when integrating social networks and mobile cloud computing,2014,Global …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7037254/,"https://scholar.google.com/scholar?cites=7103464305854741682&as_sdt=2005&sciodt=0,5&hl=en&num=20",118
38,"CMS Magurawalage, K Yang, L Hu, J Zhang",Energy-efficient and network-aware offloading algorithm for mobile cloud computing,2014,Computer Networks,Elsevier,https://www.sciencedirect.com/science/article/pii/S1389128614003193,"https://scholar.google.com/scholar?cites=14439165540355578622&as_sdt=2005&sciodt=0,5&hl=en&num=20",17
2,"CS Shih, J Chen, YH Wang, N Chang",Heterogeneous and elastic computation framework for mobile cloud computing,2014,International Journal of …,World Scientific,http://www.worldscientific.com/doi/abs/10.1142/S0218194014400051,"https://scholar.google.com/scholar?cites=9447177243483685751&as_sdt=2005&sciodt=0,5&hl=en&num=20",170
0,"CT Huynh, EN Huh",Resource minimization for real-time application scheduling in mobile cloud computing,2014,한국정보과학회 학술발표논문집,dbpia.co.kr,http://www.dbpia.co.kr/Journal/ArticleDetail/NODE06228541,,233
2,"CT Huynh, TD Nguyen, HQ Nguyen…",Cost efficient real-time applications scheduling in mobile cloud computing,2014,Proceedings of the Fifth …,dl.acm.org,https://dl.acm.org/citation.cfm?id=2676609,"https://scholar.google.com/scholar?cites=2393773031391061338&as_sdt=2005&sciodt=0,5&hl=en&num=20",169
5,"D Callegari, E Conte, T Ferreto…",EpiCare—A home care platform based on mobile cloud computing to assist epilepsy diagnosis,2014,"… ), 2014 EAI 4th …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7015931/,"https://scholar.google.com/scholar?cites=134489432927457908&as_sdt=2005&sciodt=0,5&hl=en&num=20",116
17,"D De, A Mukherjee",Femtocell based economic health monitoring scheme using mobile cloud computing,2014,Advance Computing Conference (IACC) …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6779354/,"https://scholar.google.com/scholar?cites=14527240286627331628&as_sdt=2005&sciodt=0,5&hl=en&num=20",42
46,"D Dev, KL Baishnab",Notice of Violation of IEEE Publication Principles A Review and Research Towards Mobile Cloud Computing,2014,"Mobile Cloud Computing, Services, and …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6834971/,"https://scholar.google.com/scholar?cites=6595848375321796206&as_sdt=2005&sciodt=0,5&hl=en&num=20",9
2,"D Koley, S Ghosh",Cloud Computing with CDroid OS based on Fujitsu Server for Mobile Technology,2014,,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2873569,"https://scholar.google.com/scholar?cites=17607118675955949333&as_sdt=2005&sciodt=0,5&hl=en&num=20",182
27,"D Kovachev, Y Cao, R Klamma",Building mobile multimedia services: a hybrid cloud computing approach,2014,Multimedia tools and applications,Springer,https://link.springer.com/article/10.1007/s11042-012-1100-6,"https://scholar.google.com/scholar?cites=6457697098820634142&as_sdt=2005&sciodt=0,5&hl=en&num=20",58
1,"D Luobing, P Shen, Z Xiangdong, Z Li",A novel locationbased services architecture based on mobile cloud computing and behavior prediction,2014,,,,"https://scholar.google.com/scholar?cites=2023214899992874677&as_sdt=2005&sciodt=0,5&hl=en&num=20",192
7,"D Mazza, D Tarchi, GE Corazza",A partial offloading technique for wireless mobile cloud computing in smart cities,2014,"… (EuCNC), 2014 European …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6882623/,"https://scholar.google.com/scholar?cites=14677492048180281712&as_sdt=2005&sciodt=0,5&hl=en&num=20",98
12,"D Meilander, F Glinka, S Gorlatch, L Lin…",Using mobile cloud computing for real-time online applications,2014,… Cloud Computing …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6834945/,"https://scholar.google.com/scholar?cites=4877437673178890632&as_sdt=2005&sciodt=0,5&hl=en&num=20",66
10,"D Sarddar, R Bose",A mobile cloud computing architecture with easy resource sharing,2014,… Journal of Current Engineering and Technology,inpressco.com,http://inpressco.com/wp-content/uploads/2014/06/Paper91249-1254.pdf,"https://scholar.google.com/scholar?cites=8978550508340115416&as_sdt=2005&sciodt=0,5&hl=en&num=20",73
16,D Tayade,"Mobile cloud computing: Issues, security, advantages, trends",2014,International Journal of Computer Science and …,Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.660.8874&rep=rep1&type=pdf,"https://scholar.google.com/scholar?cites=9762770635639601963&as_sdt=2005&sciodt=0,5&hl=en&num=20",35
1,"DM Kadibagil, HS Guruprasad",A Survey on Mobile Cloud Computing,2014,International Journal on Recent …,researchgate.net,https://www.researchgate.net/profile/H_S_Guruprasad/publication/308032503_A_Survey_on_Mobile_Cloud_Computing/links/57d7be4f08ae6399a396e59d.pdf,"https://scholar.google.com/scholar?cites=17379932778257886113&as_sdt=2005&sciodt=0,5&hl=en&num=20",202
0,DRR Joan,An Overture of Mobile Cloud Computing and its Applications,2014,i-manager's Journal on Cloud Computing,search.proquest.com,http://search.proquest.com/openview/889deb9d93fd022e05946406d03697ab/1?pq-origsite=gscholar&cbl=2042733,,235
4,"DS AbdElminaam, HMA Kader…",Increase the Performance of Mobile Smartphones using Partition and Migration of Mobile Applications to Cloud Computing,2014,… of Electronics and …,ijeie.jalaxy.com.tw,http://ijeie.jalaxy.com.tw/contents/ijeie-v1-n1/ijeie-v1-n1.pdf#page=37,"https://scholar.google.com/scholar?cites=13875023638307805315&as_sdt=2005&sciodt=0,5&hl=en&num=20",148
12,"E Cerqueira, E Lee, JT Weng, JH Lim…",Recent advances and challenges in human-centric multimedia mobile cloud computing,2014,Computing …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6785339/,"https://scholar.google.com/scholar?cites=9220236775247365221&as_sdt=2005&sciodt=0,5&hl=en&num=20",54
16,"F AlShahwan, M Faisal",Mobile cloud computing for providing complex mobile web services,2014,"Mobile Cloud Computing, Services …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6834948/,"https://scholar.google.com/scholar?cites=2763187032472960316&as_sdt=2005&sciodt=0,5&hl=en&num=20",43
4,"F Pop, OM Citoteanu, C Dobre…",Resource trust management in auto-adaptive overlay network for mobile cloud computing,2014,Parallel and Distributed …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6900215/,"https://scholar.google.com/scholar?cites=5909540501431873081&as_sdt=2005&sciodt=0,5&hl=en&num=20",125
65,"F Xia, F Ding, J Li, X Kong, LT Yang, J Ma",Phone2Cloud: Exploiting computation offloading for energy saving on smartphones in mobile cloud computing,2014,Information Systems Frontiers,Springer,https://link.springer.com/article/10.1007/s10796-013-9458-1,"https://scholar.google.com/scholar?cites=15195279179693152118&as_sdt=2005&sciodt=0,5&hl=en&num=20",11
2,"G Abdullah, NG Mokatder",A review on interworking and mobility techniques for seamless connectivity in mobile cloud computing [J],2014,Journal of Network and Computer Applications,,,"https://scholar.google.com/scholar?cites=12907819754865608489&as_sdt=2005&sciodt=0,5&hl=en&num=20",179
0,"G Kamboj, N Kaushik","Mobile Cloud Computing: concept, research trends and open issues",2014,International Journal of Advanced …,search.proquest.com,http://search.proquest.com/openview/ebebc1a345547ad4a4ba0b815305877d/1?pq-origsite=gscholar&cbl=1606379,,243
6,"G Kulkarni, R Shelke, PBN Patil…",Optimization in Mobile Cloud Computing for Cloud Based Health Application,2014,"… (CSNT), 2014 Fourth …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6821461/,"https://scholar.google.com/scholar?cites=17469896395803377537&as_sdt=2005&sciodt=0,5&hl=en&num=20",114
10,"G Kulkarni, R Shelke, R Palwe…",Mobile cloud computing-bring your own device,2014,"… (CSNT), 2014 Fourth …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6821460/,"https://scholar.google.com/scholar?cites=15450409908901608071&as_sdt=2005&sciodt=0,5&hl=en&num=20",70
2,"G Kumar, E Jain, S Goel…","Mobile Cloud Computing Architecture, Application Model, and Challenging Issues",2014,"… Networks (CICN), 2014 …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7065557/,"https://scholar.google.com/scholar?cites=16396483276861102838&as_sdt=2005&sciodt=0,5&hl=en&num=20",156
1,"G Lee, H Ko, S Pack",Proxy-based aggregated synchronization scheme in mobile cloud computing,2014,Computer Communications Workshops …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6849218/,"https://scholar.google.com/scholar?cites=9577575271400301126&as_sdt=2005&sciodt=0,5&hl=en&num=20",196
2,"G Sadasivaprasad, DK Rajagopal, DK Prahladarao",Dynamic Resource Allocation In Road Transport Sector Using Mobile Cloud Computing Techniques,2014,International Journal of …,,,"https://scholar.google.com/scholar?cites=4486022813045670592&as_sdt=2005&sciodt=0,5&hl=en&num=20",174
1,"G Subramanian, SP Reddy",Mobile Cloud Computing System Design for Continuous Monitoring of Patient in Hospitals,2014,International Conference on Technology and Business …,,,"https://scholar.google.com/scholar?cites=4522812632974955812&as_sdt=2005&sciodt=0,5&hl=en&num=20",259
0,"G Wang, W Cui",Mobile Internet Computing Architecture Based on Cloud Computing,2014,Proceedings of the 2012 International Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-1-4614-3872-4_212,,228
0,"G Wei, L Joan",Investigation into Mobile Learning Framework in Cloud Computing Platform,2014,,eprints.hud.ac.uk,http://eprints.hud.ac.uk/21809/1/Investigation_into_Mobile_Learning_Framework_in_Cloud_Computing_Platform_CD_amends.pdf,,328
6,"G Xi, X Zhang, K Qu",On adaptive live streaming in mobile cloud computing environments with D2D cooperation,2014,"Telecommunications (ICT), 2014 21st …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6845148/,"https://scholar.google.com/scholar?cites=8298033072916850889&as_sdt=2005&sciodt=0,5&hl=en&num=20",106
3,"H Bi, E Gelenbe",A cooperative emergency navigation framework using mobile cloud computing,2014,Information Sciences and Systems 2014,Springer,https://link.springer.com/chapter/10.1007/978-3-319-09465-6_5,"https://scholar.google.com/scholar?cites=11993689263445182152&as_sdt=2005&sciodt=0,5&hl=en&num=20",137
10,"H Routaib, E Badidi, M Elmachkour…",Modeling and evaluating a cloudlet-based architecture for mobile cloud computing,2014,"… (SITA-14), 2014 9th …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6847290/,"https://scholar.google.com/scholar?cites=7639511788585809924&as_sdt=2005&sciodt=0,5&hl=en&num=20",69
0,"H Suo, CJ Huang",Issues and Current Solutions of Mobile Cloud Computing,2014,Applied Mechanics and Materials,Trans Tech Publ,https://www.scientific.net/AMM.556-562.6251,,255
1,"H Takabi, ST Zargar, JBD Joshi",Mobile Cloud Computing and Its Security and Privacy Challenges,2014,"Security, Privacy, Trust, and …",books.google.com,https://books.google.com/books?hl=en&lr=&id=IfNGAwAAQBAJ&oi=fnd&pg=PA384&dq=+%22mobile+cloud+computing%22&ots=N5CJGn0l_-&sig=i2m8SLd5lrzWmPF-gYTVHHdOfMA,"https://scholar.google.com/scholar?cites=5784602050991384937&as_sdt=2005&sciodt=0,5&hl=en&num=20",219
15,"H Wu, D Huang",Modeling multi-factor multi-site risk-based offloading for mobile cloud computing,2014,"… and Service Management (CNSM), 2014 10th …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7014164/,"https://scholar.google.com/scholar?cites=14215074082427580891&as_sdt=2005&sciodt=0,5&hl=en&num=20",57
6,"H Wu, K Wolter",Dynamic transmission scheduling and link selection in mobile cloud computing,2014,International Conference on Analytical and Stochastic …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-08219-6_5,"https://scholar.google.com/scholar?cites=9761534835962101004&as_sdt=2005&sciodt=0,5&hl=en&num=20",112
6,"H Yadav, M Dave",Secure data storage operations with verifiable outsourced decryption for mobile cloud computing,2014,Recent Advances and Innovations in …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6909236/,"https://scholar.google.com/scholar?cites=12669917560296226982&as_sdt=2005&sciodt=0,5&hl=en&num=20",97
0,HA Turner,"Optimizing, Testing, and Securing Mobile Cloud Computing Systems for Data Aggregation and Processing",2014,,search.proquest.com,http://search.proquest.com/openview/1b225ae6b5a6824cb8687cc9d4c97494/1?pq-origsite=gscholar&cbl=18750&diss=y,,265
