Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank
4,"J Cao, L Yang, J Cao",Revisiting Computation Partitioning in Future 5G-Based Edge Computing Environments,2018,IEEE Internet of Things Journal,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8462758/,"https://scholar.google.com/scholar?cites=1371447362485652330&as_sdt=2005&sciodt=0,5&hl=en",191
6,"A Aske, X Zhao",Supporting multi-provider serverless computing on the edge,2018,Proceedings of the 47th International Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3229710.3229742,"https://scholar.google.com/scholar?cites=13456941884193978760&as_sdt=2005&sciodt=0,5&hl=en",192
12,"L Wang, L Jiao, J Li, J Gedeon…",Moera: Mobility-agnostic online resource allocation for edge computing,2018,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8449107/,"https://scholar.google.com/scholar?cites=10802730357039589616&as_sdt=2005&sciodt=0,5&hl=en",193
4,"S Raileanu, T Borangiu, O Morariu…",Edge computing in industrial IoT framework for cloud-based manufacturing control,2018,2018 22nd International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8540725/,"https://scholar.google.com/scholar?cites=15202177730939167623&as_sdt=2005&sciodt=0,5&hl=en",194
6,"T Bahreini, H Badri, D Grosu",An envy-free auction mechanism for resource allocation in edge computing systems,2018,… Symposium on Edge Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8567675/,"https://scholar.google.com/scholar?cites=16931306639608820956&as_sdt=2005&sciodt=0,5&hl=en",195
5,"X Xu, Q Cai, G Zhang, J Zhang, W Tian…",An incentive mechanism for crowdsourcing markets with social welfare maximization in cloud‐edge computing,2018,Concurrency and …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.4961,"https://scholar.google.com/scholar?cites=5005236246794269837&as_sdt=2005&sciodt=0,5&hl=en",196
4,"C Um, J Lee, J Jeong",Industrial device monitoring and control system based on oneM2M for edge computing,2018,2018 IEEE Symposium Series on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8628736/,"https://scholar.google.com/scholar?cites=10659343258039991980&as_sdt=2005&sciodt=0,5&hl=en",197
3,"JY Kim, SM Moon",Blockchain-based edge computing for deep neural network applications,2018,Proceedings of the Workshop on INTelligent …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3285017.3285027,"https://scholar.google.com/scholar?cites=18035279975359394720&as_sdt=2005&sciodt=0,5&hl=en",198
5,"F Xu, F Yang, C Zhao, C Fang",Edge computing and caching based blockchain IoT network,2018,2018 1st IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8606001/,"https://scholar.google.com/scholar?cites=14331039876091853563&as_sdt=2005&sciodt=0,5&hl=en",199
4,"Y Li, J Luo, J Jin, R Xiong…",An effective model for edge-side collaborative storage in data-intensive edge computing,2018,2018 IEEE 22nd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8465306/,"https://scholar.google.com/scholar?cites=9808141189483008934&as_sdt=2005&sciodt=0,5&hl=en",200
3,"M Horii, Y Kojima, K Fukuda",Stateful process migration for edge computing applications,2018,2018 IEEE Wireless …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8377072/,"https://scholar.google.com/scholar?cites=399539479642581952&as_sdt=2005&sciodt=0,5&hl=en",201
4,"CW Tseng, FH Tseng, YT Yang, CC Liu…",Task scheduling for edge computing with agile VNFs on-demand service model toward 5G and beyond,2018,… and Mobile Computing,hindawi.com,https://www.hindawi.com/journals/wcmc/2018/7802797/abs/,"https://scholar.google.com/scholar?cites=6090409571573369628&as_sdt=2005&sciodt=0,5&hl=en",202
6,"S Khare, H Sun, K Zhang…",Scalable edge computing for low latency data dissemination in topic-based publish/subscribe,2018,… on Edge Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8567668/,"https://scholar.google.com/scholar?cites=8905203966120455963&as_sdt=2005&sciodt=0,5&hl=en",203
4,"A Plakhteyev, A Perepelitsyn…",Edge computing for IoT: An educational case study,2018,2018 IEEE 9th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8409113/,"https://scholar.google.com/scholar?cites=12269386494012504550&as_sdt=2005&sciodt=0,5&hl=en",205
5,"K Fan, Q Pan, J Wang, T Liu, H Li…",Cross-domain based data sharing scheme in cooperative edge computing,2018,… on Edge Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8473381/,"https://scholar.google.com/scholar?cites=875213384972681309&as_sdt=2005&sciodt=0,5&hl=en",206
8,"S Trinks, C Felden",Edge computing architecture to support real time analytic applications: a state-of-the-art within the application area of smart factory and industry 4.0,2018,2018 IEEE International Conference on Big …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8622649/,"https://scholar.google.com/scholar?cites=12375879731541863193&as_sdt=2005&sciodt=0,5&hl=en",207
6,"G Pavlou, I Psaras","The troubled journey of QoS: From ATM to content networking, edge-computing and distributed internet governance",2018,Computer Communications,Elsevier,https://www.sciencedirect.com/science/article/pii/S0140366418303384,"https://scholar.google.com/scholar?cites=15333494978529534944&as_sdt=2005&sciodt=0,5&hl=en",208
5,"O Väänänen, T Hämäläinen",Requirements for energy efficient edge computing: a survey,2018,"Internet of Things, Smart Spaces, and Next …",Springer,https://link.springer.com/chapter/10.1007/978-3-030-01168-0_1,"https://scholar.google.com/scholar?cites=7333309261805840915&as_sdt=2005&sciodt=0,5&hl=en",209
6,"X Huang, R Yu, M Pan, L Shu",Secure roadside unit hotspot against eavesdropping based traffic analysis in edge computing based internet of vehicles,2018,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8454310/,"https://scholar.google.com/scholar?cites=4216672960281414730&as_sdt=2005&sciodt=0,5&hl=en",210
4,"A Shahzad, J Choi, N Xiong, YG Kim…",Centralized connectivity for multiwireless edge computing and cellular platform: a smart vehicle parking system,2018,… and Mobile Computing,hindawi.com,https://www.hindawi.com/journals/wcmc/2018/7243875/abs/,"https://scholar.google.com/scholar?cites=12973090646397819649&as_sdt=2005&sciodt=0,5&hl=en",211
5,"J Yang, J Wen, B Jiang, Z Lv, AK Sangaiah",Marine depth mapping algorithm based on the edge computing in Internet of things,2018,Journal of Parallel and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0743731517303477,"https://scholar.google.com/scholar?cites=2541042949507911292&as_sdt=2005&sciodt=0,5&hl=en",212
4,"M Fazio, R Ranjan, M Girolami, J Taheri…","A note on the convergence of IoT, edge, and cloud computing in smart cities",2018,IEEE Cloud …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8497016/,"https://scholar.google.com/scholar?cites=10048045329401138894&as_sdt=2005&sciodt=0,5&hl=en",213
5,"P Petrali, M Isaja, JK Soldatos",Edge computing and distributed ledger technologies for flexible production lines: A white-appliances industry case,2018,IFAC-PapersOnLine,Elsevier,https://www.sciencedirect.com/science/article/pii/S2405896318314484,"https://scholar.google.com/scholar?cites=14996656433809489031&as_sdt=2005&sciodt=0,5&hl=en",214
5,"Z Chen, S Zhang, C Wang, Z Qian…",A novel algorithm for NFV chain placement in edge computing environments,2018,2018 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8647371/,"https://scholar.google.com/scholar?cites=7195021149589276672&as_sdt=2005&sciodt=0,5&hl=en",215
3,"Y Chen, Q Feng, W Shi",An industrial robot system based on edge computing: An early experience,2018,… } Workshop on Hot Topics in Edge Computing …,usenix.org,https://www.usenix.org/conference/hotedge18/presentation/chen,"https://scholar.google.com/scholar?cites=5317120990547084439&as_sdt=2005&sciodt=0,5&hl=en",216
3,"R Bolla, A Carrega, M Repetto, G Robino",Improving efficiency of edge computing infrastructures through orchestration models,2018,Computers,mdpi.com,https://www.mdpi.com/2073-431X/7/2/36,"https://scholar.google.com/scholar?cites=2541358789845192267&as_sdt=2005&sciodt=0,5&hl=en",217
4,"S Roy, D Sarkar, S Hati, D De",Internet of Music Things: an edge computing paradigm for opportunistic crowdsensing,2018,The Journal of Supercomputing,Springer,https://link.springer.com/article/10.1007/s11227-018-2511-6,"https://scholar.google.com/scholar?cites=8931648474206873121&as_sdt=2005&sciodt=0,5&hl=en",218
4,"G Baldoni, P Cruschelli, M Paolino…",Edge Computing Enhancements in an NFV-based Ecosystem for 5G Neutral Hosts,2018,… IEEE Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8725644/,"https://scholar.google.com/scholar?cites=1702027483866454240&as_sdt=2005&sciodt=0,5&hl=en",219
6,"J Zeng, C Li, LJ Zhang",A Face Recognition System Based on Cloud Computing and AI Edge for IOT,2018,International Conference on Edge Computing,Springer,https://link.springer.com/chapter/10.1007/978-3-319-94340-4_7,"https://scholar.google.com/scholar?cites=11308583674043888317&as_sdt=2005&sciodt=0,5&hl=en",220
9,"B Du, R Huang, Z Xie, J Ma, W Lv",KID model-driven things-edge-cloud computing paradigm for traffic data as a service,2018,IEEE Network,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8270629/,"https://scholar.google.com/scholar?cites=11738864320188834521&as_sdt=2005&sciodt=0,5&hl=en",221
5,"H Badri, T Bahreini, D Grosu…",A sample average approximation-based parallel algorithm for application placement in edge computing systems,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8360329/,"https://scholar.google.com/scholar?cites=11683949170625953378&as_sdt=2005&sciodt=0,5&hl=en",223
4,"L Ding, MB Salem",A novel architecture for automatic document classification for effective security in edge computing environments,2018,… /ACM Symposium on Edge Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8567701/,"https://scholar.google.com/scholar?cites=8744475066616227676&as_sdt=2005&sciodt=0,5&hl=en",224
61,RQ Hu,Mobility-aware edge caching and computing in vehicle networks: A deep reinforcement learning,2018,IEEE Transactions on Vehicular Technology,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8447267/,"https://scholar.google.com/scholar?cites=14823009854350328092&as_sdt=2005&sciodt=0,5&hl=en",225
6,"P Zhou, K Wang, J Xu, D Wu",Differentially-private and trustworthy online social multimedia big data retrieval in edge computing,2018,IEEE Transactions on Multimedia,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8571248/,"https://scholar.google.com/scholar?cites=16322324017537078984&as_sdt=2005&sciodt=0,5&hl=en",226
4,"R Muñoz, R Vilalta, JM Fàbrega…",BlueSPACE's SDN/NFV Architecture for 5G SDM/WDM-Enabled Fronthaul with Edge Computing,2018,… on Networks and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8443224/,"https://scholar.google.com/scholar?cites=12159089832399207305&as_sdt=2005&sciodt=0,5&hl=en",227
4,"C Yao, X Wang, Z Zheng, G Sun, L Song",EdgeFlow: Open-source multi-layer data flow processing in edge computing for 5G and beyond,2018,IEEE Network,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8469806/,"https://scholar.google.com/scholar?cites=10847501352805753589&as_sdt=2005&sciodt=0,5&hl=en",228
2,"G Aloi, G Fortino, R Gravina, P Pace…",Edge computing-enabled body area networks,2018,2018 32nd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8418095/,"https://scholar.google.com/scholar?cites=1706311012288190342&as_sdt=2005&sciodt=0,5&hl=en",229
3,"S Li, G Zhu, S Lin",Joint radio and computation resource allocation with predictable channel in vehicular edge computing,2018,2018 21st International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8569271/,"https://scholar.google.com/scholar?cites=11105797999502605379&as_sdt=2005&sciodt=0,5&hl=en",230
4,"L Chunlin, T Jianhang, H Tang, Y Luo",Collaborative cache allocation and task scheduling for data-intensive applications in edge computing environment,2018,,e-tarjome.com,https://e-tarjome.com/storage/panel/fileuploads/2019-04-10/1554875876_E11986-e-tarjome.pdf,"https://scholar.google.com/scholar?cites=3550959416431187558&as_sdt=2005&sciodt=0,5&hl=en",231
2,"B Li, K Wang, D Xue, Y Pei",K-means based edge server deployment algorithm for edge computing environments,2018,"… & Big Data Computing, Internet of …",ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8560181/,"https://scholar.google.com/scholar?cites=12978431180689285624&as_sdt=2005&sciodt=0,5&hl=en",232
2,"H Jiang, W Wu",Job scheduling with adaptable computing levels for edge computing,2018,… Conference on Algorithms and Architectures for …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-05054-2_22,"https://scholar.google.com/scholar?cites=1196822643952250282&as_sdt=2005&sciodt=0,5&hl=en",233
2,"Y Hu, A Schmeink",Delay-constrained communication in edge computing networks,2018,2018 IEEE 19th International Workshop on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8446044/,"https://scholar.google.com/scholar?cites=4701555634506119291&as_sdt=2005&sciodt=0,5&hl=en",234
3,"B Li, T Chen, X Wang…",Secure edge computing in IoT via online learning,2018,2018 52nd Asilomar …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8645223/,"https://scholar.google.com/scholar?cites=16630699205696101427&as_sdt=2005&sciodt=0,5&hl=en",235
2,"T Sechkova, M Paolino, D Raho",Virtualized infrastructure managers for edge computing: Openvim and openstack comparison,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8436858/,"https://scholar.google.com/scholar?cites=14054000986162334950&as_sdt=2005&sciodt=0,5&hl=en",236
2,"FN Nwebonyi, R Martins, ME Correia",Reputation-based security system for edge computing,2018,Proceedings of the 13th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3230833.3232819,"https://scholar.google.com/scholar?cites=14994476834945379831&as_sdt=2005&sciodt=0,5&hl=en",237
5,"Z Cao, H Zhang, B Liu, B Sheng",A game-theoretic framework for revenue sharing in edge-cloud computing system,2018,2018 IEEE 37th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8710866/,"https://scholar.google.com/scholar?cites=2702899269425078919&as_sdt=2005&sciodt=0,5&hl=en",238
3,"B Hu, H Xie, Y Ma, J Wang, LJ Zhang",A Robust Retail POS System Based on Blockchain and Edge Computing,2018,… Conference on Edge Computing,Springer,https://link.springer.com/chapter/10.1007/978-3-319-94340-4_8,"https://scholar.google.com/scholar?cites=3648956717024707361&as_sdt=2005&sciodt=0,5&hl=en",239
3,"N Deak, O Creţ, M Echim, E Teodorescu…",Edge computing for space applications: Field programmable gate array-based implementation of multiscale probability distribution functions,2018,Review of Scientific …,aip.scitation.org,https://aip.scitation.org/doi/abs/10.1063/1.5044425,"https://scholar.google.com/scholar?cites=17538789408946021959&as_sdt=2005&sciodt=0,5&hl=en",240
3,"S Nastic, S Dustdar","Towards deviceless edge computing: Challenges, design aspects, and models for serverless paradigm at the edge",2018,The Essence of Software Engineering,oapen.org,https://www.oapen.org/download?type=document&docid=1002191#page=133,"https://scholar.google.com/scholar?cites=13143640828481626964&as_sdt=2005&sciodt=0,5&hl=en",241
3,"X Zhang, J Lin, Z Chen, F Sun, X Zhu, G Fang",An Efficient Neural-Network-Based Microseismic Monitoring Platform for Hydraulic Fracture on an Edge Computing Architecture,2018,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/18/6/1828,"https://scholar.google.com/scholar?cites=18214682109211812205&as_sdt=2005&sciodt=0,5&hl=en",242
2,"Y He, X Fan, F Wang, F Wang…",Edge Computing Empowered Generative Adversarial Networks for Realtime Road Sensing,2018,2018 IEEE/ACM 26th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8624148/,"https://scholar.google.com/scholar?cites=5198671312256989180&as_sdt=2005&sciodt=0,5&hl=en",243
2,"S Mukherjee, J Lee",Offloading in Edge Computing-Enabled Cell-Free Massive MIMO Systems,2018,2018 IEEE Globecom Workshops (GC …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8644486/,"https://scholar.google.com/scholar?cites=3736900037616146512&as_sdt=2005&sciodt=0,5&hl=en",244
2,"Å Arvidsson, L Westberg",Fast transport for edge computing in 5g networks,2018,2018 26th International Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8555815/,"https://scholar.google.com/scholar?cites=17756719468052579042&as_sdt=2005&sciodt=0,5&hl=en",245
2,"X Ma, S Xu, F An, F Lin",A novel real-time image restoration algorithm in edge computing,2018,Wireless Communications and Mobile …,hindawi.com,https://www.hindawi.com/journals/wcmc/2018/3610482/abs/,"https://scholar.google.com/scholar?cites=11177252547611810713&as_sdt=2005&sciodt=0,5&hl=en",246
3,"J Tang, S Liu, B Yu, W Shi",Pi-edge: A low-power edge computing system for real-time autonomous driving services,2018,arXiv preprint arXiv:1901.04978,arxiv.org,https://arxiv.org/abs/1901.04978,"https://scholar.google.com/scholar?cites=15889374252273498775&as_sdt=2005&sciodt=0,5&hl=en",247
2,"Y Cao, H Chen, Z Zhao",An effective offloading trade-off to economize energy and performance in edge computing,2018,International Conference on Cloud Computing,Springer,https://link.springer.com/chapter/10.1007/978-3-319-94295-7_12,"https://scholar.google.com/scholar?cites=13351036190999792838&as_sdt=2005&sciodt=0,5&hl=en",248
2,"J Zhang, Y Guo, X Hu, R Li",Design and implementation of deep neural network for edge computing,2018,IEICE TRANSACTIONS on Information …,search.ieice.org,https://search.ieice.org/bin/summary.php?id=e101-d_8_1982,"https://scholar.google.com/scholar?cites=8767046323074514095&as_sdt=2005&sciodt=0,5&hl=en",249
2,"T Ogawa, T Yoshimura, N Miyaho",Cloud control DTN utilizing general user'smartphones for narrowband edge computing,2018,2018 IEEE 4th World …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8355200/,"https://scholar.google.com/scholar?cites=18039338633039360054&as_sdt=2005&sciodt=0,5&hl=en",250
3,"E Liu, X Deng, Z Cao, H Zhang",Design and Evaluation of a Prediction-Based Dynamic Edge Computing System,2018,2018 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8647199/,"https://scholar.google.com/scholar?cites=12801730259681755580&as_sdt=2005&sciodt=0,5&hl=en",251
2,"N Vance, R Mackey, D Zhang…",Simulating large-scale social sensing based edge computing systems with heterogeneous network configurations,2018,2018 15th Annual IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8397156/,"https://scholar.google.com/scholar?cites=5966914209761430497&as_sdt=2005&sciodt=0,5&hl=en",252
2,"X Guan, J Yin, X Wan, T Wang…",A stackelberg game model for dynamic resource scheduling in edge computing with cooperative cloudlets,2018,2018 15th Annual IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8397146/,"https://scholar.google.com/scholar?cites=9655421197791699653&as_sdt=2005&sciodt=0,5&hl=en",253
2,"Y Hu, H Shen, G Bai, T Wang",Privacy-preserving task allocation for edge computing enhanced mobile crowdsensing,2018,… on Algorithms and Architectures for Parallel …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-05063-4_33,"https://scholar.google.com/scholar?cites=14048086928041996396&as_sdt=2005&sciodt=0,5&hl=en",254
2,"SM Kumar, D Majumder",Healthcare Solution based on Machine Learning Applications in IOT and Edge Computing,2018,International Journal of Pure and Applied …,acadpubl.eu,https://acadpubl.eu/hub/2018-119-16/1/142.pdf,"https://scholar.google.com/scholar?cites=4946573366233392337&as_sdt=2005&sciodt=0,5&hl=en",255
38,"H Li, K Ota, M Dong",ECCN: Orchestration of edge-centric computing and content-centric networking in the 5G radio access network,2018,IEEE Wireless Communications,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8403957/,"https://scholar.google.com/scholar?cites=5148980158056265328&as_sdt=2005&sciodt=0,5&hl=en",256
3,"A Galletta, A Cuzzocrea, A Celesti…",A scalable cloud-edge computing framework for supporting device-adaptive big media provisioning,2018,2018 18th IEEE/ACM …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8411086/,"https://scholar.google.com/scholar?cites=8021670220279595862&as_sdt=2005&sciodt=0,5&hl=en",257
2,"K Govindaraj, D Grewe, A Artemenko…",Towards zero factory downtime: Edge computing and SDN as enabling technologies,2018,… on Wireless and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8589141/,"https://scholar.google.com/scholar?cites=2903304582200367260&as_sdt=2005&sciodt=0,5&hl=en",258
3,"U Bulkan, T Dagiuklas, M Iqbal, KMS Huq…",On the Load Balancing of Edge Computing resources for on-line video delivery,2018,IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8554079/,"https://scholar.google.com/scholar?cites=1911931034167449949&as_sdt=2005&sciodt=0,5&hl=en",259
2,"M Kawano, T Yonezawa, T Tanimura, NK Giang…",CityFlow: Supporting Spatial-Temporal Edge Computing for Urban Machine Learning Applications,2018,… Conference on IoT in …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-28925-6_1,"https://scholar.google.com/scholar?cites=6132724771793039570&as_sdt=2005&sciodt=0,5&hl=en",260
3,"H Ding, Y Guo, X Li, Y Fang",Beef up the edge: Spectrum-aware placement of edge computing services for the Internet of Things,2018,IEEE Transactions on Mobile …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8554109/,"https://scholar.google.com/scholar?cites=5734956634042349284&as_sdt=2005&sciodt=0,5&hl=en",261
3,"X Chang, W Li, C Xia, J Ma, J Cao…",From insight to impact: Building a sustainable edge computing platform for smart homes,2018,2018 IEEE 24th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8644647/,"https://scholar.google.com/scholar?cites=10651164756645719952&as_sdt=2005&sciodt=0,5&hl=en",262
3,"S Baidya, Y Chen, M Levorato",eBPF-based content and computation-aware communication for real-time edge computing,2018,IEEE INFOCOM 2018-IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8407006/,"https://scholar.google.com/scholar?cites=14776479972170907440&as_sdt=2005&sciodt=0,5&hl=en",263
4,"C Xia, H Chen, X Liu, J Wu…",Etra: Efficient three-stage resource allocation auction for mobile blockchain in edge computing,2018,2018 IEEE 24th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8644570/,"https://scholar.google.com/scholar?cites=3450942859355465103&as_sdt=2005&sciodt=0,5&hl=en",264
3,"MS Munir, CS Hong",Meta-Reinforcement Learning for Proactive Energy Demand Scheduling in Smart City with Edge Computing,2018,한국정보과학회 학술발표논문집,networking.khu.ac.kr,http://networking.khu.ac.kr/layouts/net/publications/data/KSC2018/KSC2018_Munir.pdf,"https://scholar.google.com/scholar?cites=17121795432329024531&as_sdt=2005&sciodt=0,5&hl=en",265
4,"J Zheng, X Dong, T Zhang, J Chen…",Microthingschain: Edge computing and decentralized iot architecture based on blockchain for cross-domain data shareing,2018,… on Networking and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8648780/,"https://scholar.google.com/scholar?cites=17535997803628828901&as_sdt=2005&sciodt=0,5&hl=en",266
3,"K Fan, J Yin, K Zhang, H Li, Y Yang",EARS-DM: Efficient Auto Correction Retrieval Scheme for Data Management in Edge Computing,2018,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/18/11/3616,"https://scholar.google.com/scholar?cites=13301931604423435774&as_sdt=2005&sciodt=0,5&hl=en",267
3,"K Srinivasan, NK Agrawal",A study on M-CORD based architecture in traffic offloading for 5G-enabled multiaccess edge computing networks,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8394593/,"https://scholar.google.com/scholar?cites=5218641389354203496&as_sdt=2005&sciodt=0,5&hl=en",268
2,"ID Filip, B Ghita, F Pop, GV Iordache…",EdgeMQ: Towards a Message Queuing Processing System for Cloud-Edge Computing:(Use Cases on Water and Forest Monitoring),2018,… on Parallel and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8452019/,"https://scholar.google.com/scholar?cites=3712946030424752337&as_sdt=2005&sciodt=0,5&hl=en",269
2,"P Roe, M Ferroudj, M Towsey…",Catching toad calls in the cloud: commodity edge computing for flexible analysis of big sound data,2018,2018 IEEE 14th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8588641/,"https://scholar.google.com/scholar?cites=1679059662081383998&as_sdt=2005&sciodt=0,5&hl=en",270
2,"Q Zhang, H Zhong, J Wu, W Shi",How edge computing and initial congestion window affect latency of Web-based services: Early experiences with Baidu?,2018,… on Edge Computing (SEC),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8567697/,"https://scholar.google.com/scholar?cites=6709166944471710180&as_sdt=2005&sciodt=0,5&hl=en",271
3,"R Tse, D Aguiari, KS Chou, SK Tang, D Giusto…",Monitoring cultural heritage buildings via low-cost edge computing/sensing platforms: the Biblioteca Joanina de Coimbra case study,2018,Proceedings of the 4th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3284869.3284876,"https://scholar.google.com/scholar?cites=2292047098759375198&as_sdt=2005&sciodt=0,5&hl=en",272
4,"B Liu, H Huang, S Guo, W Chen…",Joint computation offloading and routing optimization for UAV-edge-cloud computing environments,2018,2018 IEEE SmartWorld …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8560273/,"https://scholar.google.com/scholar?cites=3564118489144575722&as_sdt=2005&sciodt=0,5&hl=en",273
3,"C Pan, M Xie, J Hu",Enzyme: An energy-efficient transient computing paradigm for ultralow self-powered iot edge devices,2018,… on Computer-Aided Design of Integrated …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8493580/,"https://scholar.google.com/scholar?cites=16938669631031866654&as_sdt=2005&sciodt=0,5&hl=en",274
2,"T Gao, Y Li, N Guo, I You",An anonymous access authentication scheme for vehicular ad hoc networks under edge computing,2018,International Journal of …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1550147718756581,"https://scholar.google.com/scholar?cites=3084560372486737015&as_sdt=2005&sciodt=0,5&hl=en",275
1,"Y Xing, H Seferoglu",Predictive edge computing with hard deadlines,2018,… on Local and Metropolitan Area Networks …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8475056/,"https://scholar.google.com/scholar?cites=16871285140952511760&as_sdt=2005&sciodt=0,5&hl=en",276
1,"Q Zhang, W Shi",Tools and Software for Edge Computing Applications,2018,IEEE Courses,iln.ieee.org,https://iln.ieee.org/Public/ContentDetails.aspx?id=5332263E13E245F199BC9000533F20B2,"https://scholar.google.com/scholar?cites=16332351375983278084&as_sdt=2005&sciodt=0,5&hl=en",277
3,"J Cao, Q Zhang, W Shi",Edge Computing: A Primer,2018,,Springer,https://link.springer.com/content/pdf/10.1007/978-3-030-02083-5.pdf,"https://scholar.google.com/scholar?cites=9643533843431309576&as_sdt=2005&sciodt=0,5&hl=en",278
1,"E Oikonomou, A Rouskas",Optimized cloudlet management in edge computing environment,2018,2018 IEEE 23rd International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8514942/,"https://scholar.google.com/scholar?cites=7735121890632171225&as_sdt=2005&sciodt=0,5&hl=en",279
2,"I Fajjari, F Tobagi, Y Takahashi",Cloud edge computing in the IoT,2018,,Springer,https://link.springer.com/article/10.1007/s12243-018-0651-6,"https://scholar.google.com/scholar?cites=10177907197265509969&as_sdt=2005&sciodt=0,5&hl=en",280
1,"C Jinming, J Wei, J Hao, GUO Yajuan…",Application prospect of edge computing in smart distribution,2018,2018 China …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8592104/,"https://scholar.google.com/scholar?cites=9335206755470737938&as_sdt=2005&sciodt=0,5&hl=en",281
