Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,,
6,"M Jia, W Liang",Delay-sensitive multiplayer augmented reality game planning in mobile edge computing,2018,Proceedings of the 21st ACM International Conference …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3242102.3242129,"https://scholar.google.com/scholar?cites=16417365706907009706&as_sdt=2005&sciodt=0,5&hl=en",135,2,ABSTRACT Mobile Edge Computing (MEC) is essential for enabling new innovative technologies that depend on low-latency computation environments such as Augmented Reality (AR). As AR applications continue to deliver better graphics with richer interactive …
14,"P Wang, C Yao, Z Zheng, G Sun…","Joint Task Assignment, Transmission, and Computing Resource Allocation in Multilayer Mobile Edge Computing Systems",2018,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8493145/,"https://scholar.google.com/scholar?cites=1439059508763501347&as_sdt=2005&sciodt=0,5&hl=en",136,2,"In this paper, we propose a multilayer data flow processing system, ie, EdgeFlow, to integrally utilize the computing capacity throughout the whole network, ie, the cloud center (CC) on the top layer, the mobile edge computing (MEC) servers on the middle layer, and …"
6,"W Wang, Y Zhao, M Tornatore, H Li…",Coordinating multi-access edge computing with mobile fronthaul for optimizing 5G end-to-end latency,2018,2018 Optical Fiber …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8385865/,"https://scholar.google.com/scholar?cites=3920126659478061788&as_sdt=2005&sciodt=0,5&hl=en",137,2,"Abstract: In 5G, latency-sensitive traffic might be processed directly at central-offices by Multi- access Edge Computing (MEC) right after being transported through Mobile Fronthaul (MFH). We investigate how to optimize end-to-end latency by coordinating MEC with MFH. OCIS …"
9,"FJ Mora-Gimeno, H Mora-Mora, D Marcos-Jorquera…",A secure multi-tier mobile edge computing model for data processing offloading based on degree of trust,2018,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/18/10/3211,"https://scholar.google.com/scholar?cites=6824209315874925214&as_sdt=2005&sciodt=0,5&hl=en",138,2,Current mobile devices need to run applications with high computational demands and critical response times. The mobile edge computing (MEC) paradigm was developed to improve the performance of these devices. This new computation architecture allows for the …
6,"M Hua, Y Huang, Y Wang, Q Wu, H Dai…",Energy optimization for cellular-connected multi-UAV mobile edge computing systems with multi-access schemes,2018,… of Communications and …,Springer,https://link.springer.com/article/10.1007/s41650-018-0035-0,"https://scholar.google.com/scholar?cites=10178109385466760313&as_sdt=2005&sciodt=0,5&hl=en",139,2,"In this paper, a cellular-connected unmanned aerial vehicle (UAV) mobile edge computing system is studied where several UAVs are associated to a terrestrial base station (TBS) for computation offloading. To compute the large amount of data bits, a part of computation task …"
7,"W Nasrin, J Xie",SharedMEC: Sharing clouds to support user mobility in mobile edge computing,2018,2018 IEEE International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8422241/,"https://scholar.google.com/scholar?cites=1763890925150570082&as_sdt=2005&sciodt=0,5&hl=en",140,2,"Recently, Mobile Edge Computing (MEC) is proposed to deploy with cellular base stations (BSs) to reduce the offloading delay and to provide computational resources and storage to nearby mobile users. However, the deployment of MEC with a BS introduces special …"
6,"A Lertsinsrubtavee, M Selimi, A Sathiaseelan…",Information-centric multi-access edge computing platform for community mesh networks,2018,Proceedings of the 1st …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3209811.3209867,"https://scholar.google.com/scholar?cites=1942192824016580081&as_sdt=2005&sciodt=0,5&hl=en",141,2,Edge computing is shaping the way to run services in the Internet by allowing the computations to become available close to the user's proximity. Many implementations have been recently proposed to facilitate the service delivery in data centers and distributed …
6,"S Jošilo, G Dán",Decentralized scheduling for offloading of periodic tasks in mobile edge computing,2018,2018 IFIP Networking Conference (IFIP …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8696507/,"https://scholar.google.com/scholar?cites=1061177255095555567&as_sdt=2005&sciodt=0,5&hl=en",142,2,"Motivated by various surveillance applications, we consider wireless devices that periodically generate computationally intensive tasks. The devices aim at maximizing their performance by choosing when to perform the computations and whether or not to offload …"
6,"GHS Carvalho, I Woungang…",Analysis of joint parallelism in wireless and cloud domains on mobile edge computing over 5G systems,2018,Journal of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8620640/,"https://scholar.google.com/scholar?cites=10496889379056531598&as_sdt=2005&sciodt=0,5&hl=en",143,2,"The realization of mobile edge computing (MEC) over emerging fifth (5G) generation of wireless systems arises as a driving-force in the future of cloud computing. In order to cope with the volume, variety, and velocity of the IoT traffic while making optimal use of the …"
9,"Z Wen, K Yang, X Liu, S Li, J Zou",Joint offloading and computing design in wireless powered mobile-edge computing systems with full-duplex relaying,2018,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8520788/,"https://scholar.google.com/scholar?cites=5393615593662800438&as_sdt=2005&sciodt=0,5&hl=en",144,2,"Simultaneous wireless information and power transfer (SWIPT) and mobile-edge computing (MEC) are promising technologies in Internet of Things era, which can enhance the self-sustainability and computation capability of user equipment, respectively. In this paper, we …"
6,"T Ojima, T Fujii",Resource management for mobile edge computing using user mobility prediction,2018,2018 International Conference on Information …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8343212/,"https://scholar.google.com/scholar?cites=4496339724254813390&as_sdt=2005&sciodt=0,5&hl=en",145,2,"This paper proposes a resource management for Mobile Edge Computing (MEC) using user mobility prediction. MEC is a new technology in which distributed edge servers (ESs) proceed the task of users in real-time. In MEC, ESs are distributedly installed and users have …"
7,"S Jošilo, G Dán",Joint allocation of computing and wireless resources to autonomous devices in mobile edge computing,2018,Proceedings of the 2018 Workshop on Mobile Edge …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3229556.3229559,"https://scholar.google.com/scholar?cites=10397156610673846301&as_sdt=2005&sciodt=0,5&hl=en",146,2,"We consider the interaction between mobile edge computing (MEC) resource management and wireless devices that offload computationally intensive tasks through shared wireless links to edge cloud servers, so as to minimize their completion times. We model the …"
5,"J Xue, G Shou",How far can optical access networks support in Multi-access Edge Computing for low delay?,2018,Optical Fiber Communication Conference,osapublishing.org,https://www.osapublishing.org/abstract.cfm?uri=OFC-2018-Tu2G.4,"https://scholar.google.com/scholar?cites=1943457901710782222&as_sdt=2005&sciodt=0,5&hl=en",147,2,"Junli Xue, Guochu Shou Beijing Key Laboratory of Network System Architecture and Convergence School of Information and Communication Engineering Beijing University of Posts and Telecommunications, Beijing 100876, China { junlixue, gcshou }@bupt.edu.cn … Abstract: This …"
5,"Y Wu, X Chen, J Shi, K Ni, L Qian, L Huang, K Zhang",Optimal computational power allocation in multi-access mobile edge computing for blockchain,2018,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/18/10/3472,"https://scholar.google.com/scholar?cites=10138272479794836579&as_sdt=2005&sciodt=0,5&hl=en",148,2,"Blockchain has emerged as a decentralized and trustable ledger for recording and storing digital transactions. The mining process of Blockchain, however, incurs a heavy computational workload for miners to solve the proof-of-work puzzle (ie, a series of the …"
5,"DY Lin, YL Hsu, HY Wei",A novel forwarding policy under cloud radio access network with mobile edge computing architecture,2018,… on Fog and Edge Computing (ICFEC …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8358722/,"https://scholar.google.com/scholar?cites=841490080103032217&as_sdt=2005&sciodt=0,5&hl=en",149,2,"Nowadays, dozens of low-latency required application are emerging, traditional mobile network architecture would not be able to support such applications anymore in the future. Cloud radio access network (C-RAN) combined with Multi-access/mobile edge computing …"
6,"Y Wu, J Shi, K Ni, L Qian, W Zhu, Z Shi…",Secrecy-based delay-aware computation offloading via mobile edge computing for internet of things,2018,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8488563/,"https://scholar.google.com/scholar?cites=11987056460807386368&as_sdt=2005&sciodt=0,5&hl=en",150,2,"Mobile edge computing (MEC), which enables smart terminals to actively offload computation workloads to computational servers deployed at the edge of networks, has provided an efficient approach to address the intensive computation requirement in mobile …"
6,"Y Ruan, A Durresi, S Uslu",Trust assessment for internet of things in multi-access edge computing,2018,2018 IEEE 32nd International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8432367/,"https://scholar.google.com/scholar?cites=4286856295903212880&as_sdt=2005&sciodt=0,5&hl=en",151,2,Multi-access Edge Computing nowadays attracts much attention from researchers. It aims to provide end users with better performance via using mobile telecommunication infrastructure and techniques. Internet of Things (IoT) can connect a large number of things …
5,S Kim,One‐on‐one contract game–based dynamic virtual machine migration scheme for Mobile Edge Computing,2018,Transactions on Emerging Telecommunications …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.3204,"https://scholar.google.com/scholar?cites=13485939453606127883&as_sdt=2005&sciodt=0,5&hl=en",152,2,"In the evolution toward fifth‐generation networks, Mobile Edge Computing (MEC) is an emerging paradigm, conceived to meet the ever‐increasing computational demands of mobile applications. Within the access range of mobile devices, the MEC technique …"
6,"TDT Nguyen, TD Nguyen, VD Nguyen, XQ Pham…",Cost-effective resource sharing in an internet of vehicles-employed mobile edge computing environment,2018,Symmetry,mdpi.com,https://www.mdpi.com/2073-8994/10/11/594,"https://scholar.google.com/scholar?cites=4423998110589585204&as_sdt=2005&sciodt=0,5&hl=en",153,2,"By bringing the computation and storage resources close proximity to the mobile network edge, mobile edge computing (MEC) is a key enabling technology for satisfying the Internet of Vehicles (IoV) infotainment applications' requirements, eg, video streaming service (VSA) …"
6,"D Han, W Chen, Y Fang",A dynamic pricing strategy for vehicle assisted mobile edge computing systems,2018,IEEE Wireless Communications …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8486685/,"https://scholar.google.com/scholar?cites=16929082673235598633&as_sdt=2005&sciodt=0,5&hl=en",154,2,"The idle computing resources of parked vehicles could be utilized to improve performance by assisting task executions in mobile edge computing (MEC) systems. As a result, the owner of a vehicle could be compensated, resulting in a win-win situation. A dynamic pricing …"
7,"W Zhang, Z Zhang, S Zeadally…",Efficient task scheduling with stochastic delay cost in mobile edge computing,2018,IEEE Communications …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8523681/,"https://scholar.google.com/scholar?cites=10183358612043684833&as_sdt=2005&sciodt=0,5&hl=en",155,2,We propose a new efficient and effective task scheduling approach with stochastic time cost for computation offloading in mobile edge computing. We developed an optimization model that minimizes the maximum tolerable delay (MTD) by considering both the average delay …
4,"Q Liu, T Han, N Ansari",Joint radio and computation resource management for low latency mobile edge computing,2018,2018 IEEE Global Communications …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8647792/,"https://scholar.google.com/scholar?cites=8745729100536281226&as_sdt=2005&sciodt=0,5&hl=en",156,2,"Mobile edge computing (MEC) is a new networking paradigm that enables low-latency computation offloading for compute-intensive mobile applications. The dynamic wireless channel, non-uniform spatiotemporal traffic, and limited computation resources impair the …"
4,"Z Wang, Q Zhao, F Xu, H Dai, Y Zhang",Detection performance of packet arrival under downclocking for mobile edge computing,2018,… Communications and Mobile …,hindawi.com,https://www.hindawi.com/journals/wcmc/2018/9641712/abs/,"https://scholar.google.com/scholar?cites=16529470589076549409&as_sdt=2005&sciodt=0,5&hl=en",157,2,Mobile edge computing (MEC) enables battery-powered mobile nodes to acquire information technology services at the network edge. These nodes desire to enjoy their service under power saving. The sampling rate invariant detection (SRID) is the first …
9,"G Zhang, Y Chen, Z Shen…",Distributed energy management for multiuser mobile-edge computing systems with energy harvesting devices and QoS constraints,2018,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8492478/,"https://scholar.google.com/scholar?cites=18371878836237193889&as_sdt=2005&sciodt=0,5&hl=en",158,2,Mobile-edge computing (MEC) has evolved as a promising technology to alleviate the computing pressure of mobile devices by offloading computation tasks to MEC server. Energy management is challenging since the unpredictability of the energy harvesting (EH) …
4,"X Chen, Q Shi, Y Cai, M Zhao",Joint cooperative computation and interactive communication for relay-assisted mobile edge computing,2018,2018 IEEE 88th Vehicular …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8691044/,"https://scholar.google.com/scholar?cites=14023834629661509580&as_sdt=2005&sciodt=0,5&hl=en",159,2,This paper considers a computational results sharing (CRS) system where user A wants to share its computational results with user B with the aid of a relay equipped with an mobile edge computing (MEC) server. The performance of the CRS systems can be greatly …
5,"L Van Ma, VQ Nguyen, J Park…",NFV-based mobile edge computing for lowering latency of 4K video streaming,2018,2018 Tenth International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8436725/,"https://scholar.google.com/scholar?cites=5418441726689824462&as_sdt=2005&sciodt=0,5&hl=en",160,2,"Ultra-high quality video streaming is expected to be the standard for multimedia in the next decade. However, it poses many problems with the current internet transmission technologies, such as network latency, stalling while a video is playing back. Researchers …"
5,"YH Hung, CY Wang, RH Hwang",Combinatorial clock auction for live video streaming in mobile edge computing,2018,IEEE INFOCOM 2018-IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8407007/,"https://scholar.google.com/scholar?cites=4230484801339487179&as_sdt=2005&sciodt=0,5&hl=en",161,2,The live video streaming services have been suffered from the limited backhaul capacity of the cellular core network and occasional congestion on the Internet due to the cloud-based architecture. Mobile Edge Computing (MEC) brings the services from the centralized cloud …
9,"Y Qi, L Tian, Y Zhou, J Yuan",Mobile edge computing-assisted admission control in vehicular networks: The convergence of communication and computation,2018,IEEE Vehicular Technology …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8584057/,"https://scholar.google.com/scholar?cites=9402860508077340455&as_sdt=2005&sciodt=0,5&hl=en",162,2,"With the spread of vehicular networks (VNs), technologies are needed to enable them to be more reliable, to deliver lower latency, and to handle more intensive computation. Mobile edge computing (MEC), which provides an IT service environment and cloud-computing …"
6,"Y Duan, C She, G Zhao…",Delay analysis and computing offloading of URLLC in mobile edge computing systems,2018,2018 10th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8555711/,"https://scholar.google.com/scholar?cites=15424604696559259581&as_sdt=2005&sciodt=0,5&hl=en",163,2,"In the fifth generation (5G) wireless communications, ultra-reliable and low-latency communications (URLLC) service that deliveries short packets will coexist with enhanced mobile broadband (eMBB) service with long packets. In this work, we study how to analyze …"
5,"P Zhao, G Dán",Time constrained service-aware migration of virtualized services for mobile edge computing,2018,… 30th International Teletraffic Congress (ITC 30 …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8493055/,"https://scholar.google.com/scholar?cites=1073037744139788006&as_sdt=2005&sciodt=0,5&hl=en",164,2,"We consider the migration of virtualized services (VSs) in Mobile Edge Computing (MEC), so as to facilitate server maintenance, load balancing under mobility, improved energy efficiency and resource utilization, and incident response. We consider a set of VSs that has …"
10,"SR Yang, YJ Tseng, CC Huang…",Multi-access edge computing enhanced video streaming: Proof-of-concept implementation and prediction/QoE models,2018,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8585081/,"https://scholar.google.com/scholar?cites=5912869970801516576&as_sdt=2005&sciodt=0,5&hl=en",165,2,"ETSI multi-access edge computing (MEC) provides an IT service environment and cloud-computing capabilities at the edge of the mobile network, enabling application and content providers to deploy new use cases, such as intelligent video acceleration, with low latency …"
5,"Y Xiao, J Zhang, Y Ji",Energy efficient placement of baseband functions and mobile edge computing in 5G networks,2018,2018 Asia Communications and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8596134/,"https://scholar.google.com/scholar?cites=1199124836674881842&as_sdt=2005&sciodt=0,5&hl=en",166,2, Energy efficient Placement of Baseband Functions and Mobile Edge Computing in 5G Networks Yuming Xiao State Key Lab of InformationPhotonics and Optical Communications Beijing Univ. of Posts and …
7,"N Li, JF Martinez-Ortega, G Rubio",Distributed joint offloading decision and resource allocation for multi-user mobile edge computing: A game theory approach,2018,arXiv preprint arXiv:1805.02182,arxiv.org,https://arxiv.org/abs/1805.02182,"https://scholar.google.com/scholar?cites=3788396496685896468&as_sdt=2005&sciodt=0,5&hl=en",167,2,"Due to the spectrum reuse in small cell network, the inter-cell interference has great effect on MEC's performance. In this paper, for reducing the energy consumption and latency of MEC, we propose a game theory based jointing offloading decision and resource allocation …"
8,"J Al-Badarneh, Y Jararweh, M Al-Ayyoub…",Cooperative mobile edge computing system for VANET-based software-defined content delivery,2018,Computers & Electrical …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0045790617337187,"https://scholar.google.com/scholar?cites=4861794223013069961&as_sdt=2005&sciodt=0,5&hl=en",168,2,"Next-generation smart cities and Internet of Things (IoT) are getting more mature in terms of services and infrastructure requirements. Multiple smart vehicle applications are being conceived these days, including road traffic, road safety and infotainment, all of which are …"
3,"K Kanai, K Imagane, J Katto",Overview of multimedia mobile edge computing,2018,ITE Transactions on Media Technology …,jstage.jst.go.jp,https://www.jstage.jst.go.jp/article/mta/6/1/6_46/_article/-char/ja/,"https://scholar.google.com/scholar?cites=14983792633047251537&as_sdt=2005&sciodt=0,5&hl=en",169,2,"抄録 Recently, to provide a low-latency mobile computing platform, Mobile Edge Computing (MEC) is proposed. In this paper, we first summarized the feature capabilities of MEC, such as content distribution and caching, computational offloading and multimedia Internet of …"
4,"P Liu, G Xu, K Yang, K Wang, Y Li",Joint Optimization for Residual Energy Maximization in Wireless Powered Mobile-Edge Computing Systems.,2018,KSII Transactions on Internet & …,itiis.org,http://www.itiis.org/digital-library/manuscript/file/21936/TIISVol12No12-1.pdf,"https://scholar.google.com/scholar?cites=4125754312901562980&as_sdt=2005&sciodt=0,5&hl=en",170,2,"Abstract Mobile Edge Computing (MEC) and Wireless Power Transfer (WPT) are both recognized as promising techniques, one is for solving the resource insufficient of mobile devices and the other is for powering the mobile device. Naturally, by integrating the two …"
5,"S Chen, T Zhao, HH Chen, W Meng",Downlink coordinated multi-point transmission in ultra-dense networks with mobile edge computing,2018,IEEE Network,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8469811/,"https://scholar.google.com/scholar?cites=9369625722486642816&as_sdt=2005&sciodt=0,5&hl=en",172,2,"Small cell base stations (SBSs) in 5G and beyond networks will play multiple roles in addition to radio access, and will be deployed in a very high density. They can facilitate mobile edge computing (MEC), such that SBSs can store, process, and control network data …"
3,"M Liyanage, P Porambage, AY Ding",Five driving forces of multi-access edge computing,2018,arXiv preprint arXiv:1810.00827,arxiv.org,https://arxiv.org/abs/1810.00827,"https://scholar.google.com/scholar?cites=9591860884453968983&as_sdt=2005&sciodt=0,5&hl=en",173,2,"The emergence of Multi-Access Edge Computing (MEC) technology aims at extending cloud computing capabilities to the edge of the wireless access networks. MEC provides real-time, high-bandwidth, low-latency access to radio network resources, allowing operators to open …"
3,"G Nardini, A Virdis, G Stea, A Buono",SimuLTE-MEC: Extending SimuLTE for Multi-Access Edge Computing.,2018,OMNeT++,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/c302/7e1928dd579dc960b29284add0c1c0350f94.pdf,"https://scholar.google.com/scholar?cites=6338051936863003786&as_sdt=2005&sciodt=0,5&hl=en",174,2,Abstract Multi-access Edge Computing (MEC) is a novel paradigm to enrich current 4G and future 5G cellular networks by placing cloud-computing-based capabilities at the edge of the network. This will allow operators and service providers to endow the cellular network with …
5,"L Zhang, S Wang, RN Chang",QCSS: a QoE-aware control plane for adaptive streaming service over mobile edge computing infrastructures,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8456342/,"https://scholar.google.com/scholar?cites=9673806881112574082&as_sdt=2005&sciodt=0,5&hl=en",175,2,"Mobile Edge Computing (MEC) is designed to extend the edge of the cloud network to decrease latency and network congestion, which would significantly improve the quality of experience (QoE) of adaptive streaming service for mobile users. This paper proposes …"
4,"C Liang, Y He, FR Yu, N Zhao",Enhancing video rate adaptation with mobile edge computing and caching in software-defined mobile networks,2018,IEEE Transactions on Wireless …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8443421/,"https://scholar.google.com/scholar?cites=6061105346821651728&as_sdt=2005&sciodt=0,5&hl=en",176,2,"Recent advances in software-defined mobile networks (SDMNs), in-network caching, and mobile edge computing (MEC) can have significant effects on video services in next generation mobile networks. In this paper, we jointly consider SDMNs, in-network caching …"
4,"T Yang, H Feng, C Yang, Y Wang…",Multivessel Computation Offloading in Maritime Mobile Edge Computing Network,2018,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8493152/,"https://scholar.google.com/scholar?cites=14245378300872344176&as_sdt=2005&sciodt=0,5&hl=en",177,2,"With the development of the maritime networks, the data of vessel users is growing exponentially, and more and more resource intensive tasks, such as multimedia applications, high-definition video playback and games, appear in the daily demands. These …"
3,"NN Dao, DN Vu, Y Lee, M Park…",MAEC-X: DDoS prevention leveraging multi-access edge computing,2018,2018 International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8343118/,"https://scholar.google.com/scholar?cites=9318827905656683017&as_sdt=2005&sciodt=0,5&hl=en",178,2,"The convergence of access networks in the fifth-generation (5G) evolution promises multi-tier networking infrastructures for the successes of various applications realizing the Internet-of-Everything era. However, in this context, the support of a massive number of connected …"
6,"N Bissmeyer, JF van Dam…","Security in hybrid vehicular communication based on its-g5, lte-v, and mobile edge computing",2018,… meets Electronics; 9th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8402807/,"https://scholar.google.com/scholar?cites=12214507733241403908&as_sdt=2005&sciodt=0,5&hl=en",179,2,"Communication in a Cooperative Intelligent Transportation System needs to be protected against attacks in order to ensure trust in received data in terms of data integrity and sender authenticity. In addition, the reliability of communication channels should be considered …"
6,"G Hu, Y Jia, Z Chen",Multi-user computation offloading with d2d for mobile edge computing,2018,2018 IEEE Global Communications …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8647906/,"https://scholar.google.com/scholar?cites=14217082760294474359&as_sdt=2005&sciodt=0,5&hl=en",180,2,"With the emergence of mobile edge computing (MEC), mobile users are able to process various tasks by offloading large-computation-demanding tasks to MEC server located at the edge of the network. As computation offloading requires communication between mobile …"
11,"L Cui, C Xu, S Yang, JZ Huang, J Li…",Joint optimization of energy consumption and latency in mobile edge computing for Internet of Things,2018,IEEE Internet of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8457190/,"https://scholar.google.com/scholar?cites=4802195381329101750&as_sdt=2005&sciodt=0,5&hl=en",181,2,"With wide adoption of Internet of Things (IoT) across the world, the IoT devices are facing more and more intensive computation task nowadays. However, the IoT devices are usually limited by their computing capability and battery lifetime. Mobile edge computing provides …"
4,"T Subramanya, G Baggio…",lightmec: A vendor-agnostic platform for multi-access edge computing,2018,2018 14th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8584926/,"https://scholar.google.com/scholar?cites=15106585053688830273&as_sdt=2005&sciodt=0,5&hl=en",182,2,"Multi-access Edge Computing promises to improve mobile users experience by bringing storage and processing capabilities to the edges of the network. This approach allows third parties to deploy innovative services, like augmented reality, directly in the radio access …"
4,"AH Celdrán, FJG Clemente…","ICE++: improving security, QoS, and high availability of medical cyber-physical systems through mobile edge computing",2018,2018 IEEE 20th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8531185/,"https://scholar.google.com/scholar?cites=16359025497731422632&as_sdt=2005&sciodt=0,5&hl=en",183,2,"The disruptive vision of Medical Cyber-Physical Systems (MCPS) enables the promising next-generation of eHealth systems that are intended to interoperate efficiently, safely, and securely. Safety-critical interconnected systems that analyze patients' vital signs gathered …"
4,"E Chirivella-Perez, JMA Calero, Q Wang…",Orchestration architecture for automatic deployment of 5G services from bare metal in mobile edge computing infrastructure,2018,… and Mobile Computing,hindawi.com,https://www.hindawi.com/journals/wcmc/2018/5786936/abs/,"https://scholar.google.com/scholar?cites=7689490080379098671&as_sdt=2005&sciodt=0,5&hl=en",184,2,"The progress in realizing the Fifth Generation (5G) mobile networks has been accelerated recently towards deploying 5G prototypes with increasing scale. One of the Key Performance Indicators (KPIs) in 5G deployments is the service deployment time, which …"
5,"B Li, M He, W Wu, AK Sangaiah, G Jeon",Computation offloading algorithm for arbitrarily divisible applications in mobile edge computing environments: An OCR case,2018,Sustainability,mdpi.com,https://www.mdpi.com/2071-1050/10/5/1611,"https://scholar.google.com/scholar?cites=15289079303759625305&as_sdt=2005&sciodt=0,5&hl=en",185,2,"Divisible applications are a class of tasks whose loads can be partitioned into some smaller fractions, and each part can be executed independently by a processor. A wide variety of divisible applications have been found in the area of parallel and distributed processing …"
8,"M Li, FR Yu, P Si, Y Zhang",Energy-efficient machine-to-machine (M2M) communications in virtualized cellular networks with mobile edge computing (MEC),2018,IEEE Transactions on Mobile …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8434337/,"https://scholar.google.com/scholar?cites=980327999732138017&as_sdt=2005&sciodt=0,5&hl=en",186,2,"With an increasing number of machine-type communication devices (MTCDs), machine-to-machine (M2M) communications have attracted great attentions from both academia and industry. Different from traditional communication networks, the data connections with M2M …"
6,"R Soua, I Turcanu, F Adamsky…",Multi-Access Edge Computing for Vehicular Networks: a Position Paper,2018,2018 IEEE Globecom …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8644392/,"https://scholar.google.com/scholar?cites=1692431077751092298&as_sdt=2005&sciodt=0,5&hl=en",187,2,"With the emergence of self-driving technology and the ever-increasing demand of bandwidth-hungry applications, providing the required latency, security and computational capabilities is becoming a challenging task. Although being evolving, traditional vehicular …"
6,"H Yu, Q Wang, S Guo",Energy-efficient task offloading and resource scheduling for mobile edge computing,2018,2018 IEEE International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8515731/,"https://scholar.google.com/scholar?cites=2602915259334294728&as_sdt=2005&sciodt=0,5&hl=en",188,2,Mobile edge computing is an emerging computing paradigm to augment computational capabilities of mobile devices by offloading computation-intensive tasks from resource-constrained smart mobile device onto edge clouds nearby with potential computation …
3,"E Borcoci, M Vochin, S Obreja",Mobile edge computing versus fog computing in Internet of Vehicles,2018,Proc. the 10th International …,academia.edu,http://www.academia.edu/download/57603442/AFIN_2018-_40015-UPB_MEC-Fog-_vehicular-_Comp--C_ready-final_v2.pdf,"https://scholar.google.com/scholar?cites=10842183592793084896&as_sdt=2005&sciodt=0,5&hl=en",189,2,"Vehicles (IoV) are continuously developing, aiming to solve the current and novel challenging needs in the domain of transportation systems. Edge computing offers a natural support for Internet of Vehicles, supporting fast response, context awareness, and …"
3,"D Ren, X Gui, W Lu, J An, H Dai…",GHCC: Grouping-based and hierarchical collaborative caching for mobile edge computing,2018,2018 16th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8362881/,"https://scholar.google.com/scholar?cites=7287988955846131370&as_sdt=2005&sciodt=0,5&hl=en",190,2,Mobile edge computing (MEC) has emerged as a promising technique to address the challenge arising from the exponentially increasing data traffic. It not only supports mobile users to offload computations but also caches and delivers popular contents to mobile users …
4,"K Gilly, S Filiposka, A Mishev",Supporting location transparent services in a mobile edge computing environment,2018,Advances in Electrical and Computer …,go.gale.com,https://go.gale.com/ps/i.do?id=GALE%7CA568371786&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=15827445&p=AONE&sw=w,"https://scholar.google.com/scholar?cites=15826341846699185987&as_sdt=2005&sciodt=0,5&hl=en",191,2,Emerging models such as mobile edge computing provide the necessary characteristics for the deployment of Internet of Things applications by supplying the connected devices with local computing facilities essential for latency sensitive applications. One of the major issues …
